ID,FechaEncuesta,PuntuacionAccesibilidad,PuntuacionCalidad,Comentarios,AreaRecreativaID
ES_490943,2024-09-06,3.0,5.0,Muy insatisfecho,18293
ES_704545,2024/05/02,2.0,3.0,Muy satisfecho,17831
ES_618770,2023-07-22,1.0,,Muy satisfecho,18390
ES_51667,2024-03-22,1.0,4.0,Satisfecho,4794404
ES_772237,2024-01-18,3.0,5.0,Neutral,8907322
ES_996286,2024/02/22,2.0,2.0,Neutral,18630
ES_705084,2022/11/13,4.0,1.0,Muy insatisfecho,3569210
ES_168896,2023-10-02,2.0,4.0,Neutral,18204
ES_207395,2023/06/04,1.0,3.0,Satisfecho,17280
ES_267783,2024/01/08,3.0,1.0,Neutral,17271
ES_314499,2022-12-22,3.0,5.0,Muy satisfecho,17611
ES_856244,2023-09-28,,4.0,Muy insatisfecho,17067
ES_981721,2023/09/24,2.0,3.0,Insatisfecho,52041
ES_296735,2024/06/04,5.0,3.0,Neutral,17243
ES_715468,2024-01-06,5.0,4.0,Muy satisfecho,52211
ES_177361,2023-03-28,1.0,5.0,Muy insatisfecho,17720
ES_291758,2024/09/22,3.0,2.0,Satisfecho,17274
ES_709938,2024/02/03,2.0,1.0,Muy insatisfecho,17367
ES_41133,2023-01-26,1.0,5.0,Satisfecho,17060
ES_268951,2022/11/01,2.0,3.0,Muy insatisfecho,7126078
ES_468120,2024-04-24,,1.0,Satisfecho,17736
ES_176739,2022-10-14,4.0,3.0,Satisfecho,17258
ES_635912,2023-10-04,1.0,2.0,Satisfecho,17850
ES_13880,2023/12/12,5.0,4.0,Insatisfecho,17900
ES_535520,2023-03-13,3.0,4.0,Muy insatisfecho_,17800
ES_933541,2024-03-06,2.0,2.0,Muy satisfecho,18299
ES_59283,2023-10-11,4.0,,Muy insatisfecho,17884
ES_367789,2023/07/07,1.0,1.0,Neutral,17901
ES_397820,2022/11/23,1.0,3.0,Muy satisfecho,4730835
ES_847362,2023/12/18,5.0,4.0,Insatisfecho,16978
ES_127849,2023-03-31,3.0,2.0,Insatisfecho,18169
ES_287369,2023/09/19,1.0,1.0,Satisfecho,18065
ES_744934,2024/08/30,1.0,1.0,Insatisfecho,5219930
ES_970557,2023/11/03,3.0,2.0,Insatisfecho,16845
ES_922978,2024/05/10,2.0,1.0,Satisfecho,6819624
ES_233935,2023-05-05,2.0,2.0,Satisfecho,3739833
ES_502184,2023-03-29,3.0,4.0,Muy insatisfecho,3531284
ES_186610,2024/09/13,5.0,4.0,Muy satisfecho,18098
ES_87281,2022/12/13,,,Muy satisfecho,17075
ES_253677,2023/10/03,2.0,5.0,Muy satisfecho,5158861
ES_962953,2023-07-19,2.0,,Muy insatisfecho,16711
ES_990292,2022-11-02,2.0,2.0,Neutral,17482
ES_827167,2024-05-24,5.0,3.0,Neutral,5261893
ES_299839,2023-09-14,1.0,2.0,Muy satisfecho,16835
ES_524486,2023/05/10,,4.0,Insatisfecho,16998
ES_413275,2023/09/22,1.0,5.0,Muy satisfecho,17329
ES_694944,2023/08/04,4.0,2.0,Muy insatisfecho,52163
ES_818819,2024/03/03,3.0,1.0,Muy insatisfecho,17811
ES_537085,2023-10-11,4.0,2.0,Muy insatisfecho,16911
ES_448193,2023/03/14,1.0,4.0,Muy insatisfecho,5246191
ES_305560,2023/07/01,3.0,4.0,Insatisfecho,3573208
ES_587883,2023/02/18,4.0,4.0,Insatisfecho*,18213
ES_17134,2023/10/13,2.0,4.0,Insatisfecho,3740686
ES_245441,2024/04/01,2.0,5.0,Muy satisfecho,18089
ES_5942,2024-07-26,2.0,,Insatisfecho,18071
ES_357211,2023-11-29,5.0,3.0,Neutral,17543
ES_634234,2023-08-17,5.0,5.0,Muy satisfecho,7613585
ES_96106,2024/07/18,3.0,1.0,Satisfecho,18194
ES_952954,2022/12/24,4.0,4.0,Muy satisfecho,17022
ES_453477,2023/12/27,5.0,,Muy satisfecho,7802464
ES_775846,2024-04-24,1.0,3.0,Muy insatisfecho,18421
ES_881127,2024-07-27,2.0,,Insatisfecho,18502
ES_109426,2023/03/09,2.0,3.0,Muy insatisfecho,17740
ES_582533,2023-08-04,2.0,5.0,Satisfecho,17024
ES_877292,2023/04/29,4.0,5.0,Neutral,16813
ES_472327,2024-08-08,,5.0,Muy insatisfecho,16900
ES_698108,2023-08-09,1.0,2.0,Satisfecho,17625
ES_491847,2023-11-09,2.0,4.0,Satisfecho,18548
ES_550029,2024/08/31,4.0,1.0,Neutral,8799543
ES_416803,2024-05-05,,1.0,Muy satisfecho,9424150
ES_441827,2023/01/13,3.0,1.0,Muy satisfecho,18058
ES_422707,2024-03-19,3.0,5.0,Muy satisfecho,16863
ES_625813,2023-07-13,3.0,4.0,Muy insatisfecho,16761
ES_918519,2022/10/12,5.0,1.0,Muy satisfecho,5653727
ES_534185,2023-06-18,3.0,5.0,Muy satisfecho,16849
ES_944256,2023/10/13,3.0,4.0,Muy satisfecho,16737
ES_204107,2022-10-21,2.0,2.0,Satisfecho,18187
ES_917358,2023/07/31,5.0,4.0,Neutral,18596
ES_909427,2023/03/30,3.0,1.0,Insatisfecho*,3991019
ES_433985,2023-05-27,2.0,5.0,Insatisfecho,16962
ES_754420,2024-03-23,3.0,2.0,Insatisfecho,17092
ES_287019,2022-11-06,2.0,3.0,Neutral,18254
ES_816226,2023-12-30,2.0,4.0,Neutral,6909670
ES_984136,2024/07/06,,5.0,Insatisfecho,7595814
ES_414508,2024/07/24,3.0,4.0,Satisfecho,8776080
ES_821293,2023/07/23,4.0,3.0,Muy insatisfecho,18468
ES_573418,2023/07/16,2.0,5.0,Insatisfecho,9348753
ES_898542,2023-12-30,5.0,1.0,Muy insatisfecho,17172
ES_975093,2024-09-08,4.0,4.0,Satisfecho,18475
ES_551301,2024/01/11,3.0,,Muy insatisfecho~,17041
ES_521904,2023/12/25,4.0,3.0,Neutral,16703
ES_888293,2024/06/23,,5.0,Neutral,52192
ES_610063,2023-04-08,,5.0,Muy insatisfecho,17025
ES_973688,2023/02/16,5.0,2.0,Muy insatisfecho,17534
ES_288638,2024/05/19,4.0,1.0,Satisfecho,3573057
ES_713723,2023-08-02,5.0,4.0,Satisfecho,17530
ES_924190,2023-12-08,1.0,4.0,Muy satisfecho,18280
ES_253197,2023/10/04,5.0,1.0,Neutral,17732
ES_580252,2023/01/17,5.0,1.0,Muy satisfecho,17436
ES_91073,2023/01/16,1.0,1.0,Insatisfecho,18599
ES_722589,2024/07/02,4.0,3.0,Insatisfecho,16956
ES_972722,2024-02-19,5.0,3.0,Muy satisfecho,17265
ES_934741,2023-04-19,5.0,1.0,Muy insatisfecho,52213
ES_959542,2023-06-14,1.0,1.0,Muy insatisfecho,16859
ES_737423,2022/11/12,1.0,5.0,Insatisfecho*,5237121
ES_814842,2023/07/06,2.0,4.0,Satisfecho,3573049
ES_921546,2024/07/28,4.0,4.0,Satisfecho_,18196
ES_656403,2024/04/01,3.0,5.0,Muy insatisfecho,18469
ES_278087,2023/12/10,,,Neutral,4996971
ES_295383,2024-04-26,4.0,2.0,Muy insatisfecho,17394
ES_320140,2023-07-08,,5.0,Muy satisfecho,52179
ES_422236,2023-06-22,1.0,3.0,Muy insatisfecho,52232
ES_814523,2024-07-30,5.0,1.0,Insatisfecho,17997
ES_570407,2024/02/28,1.0,3.0,Insatisfecho,18015
ES_169924,2023-12-21,4.0,1.0,Neutral,3573058
ES_186162,2023/02/19,2.0,4.0,Muy insatisfecho,4730886
ES_682941,2024/04/30,5.0,2.0,Muy satisfecho,17856
ES_707128,2023-02-02,3.0,2.0,Neutral,8909085
ES_714987,2024-03-14,5.0,4.0,Satisfecho*,17849
ES_815062,2022/12/18,4.0,3.0,Satisfecho,16658
ES_602992,2023-08-14,5.0,4.0,Satisfecho,18386
ES_675817,2023/02/04,3.0,5.0,Muy satisfecho_,8775334
ES_560079,2022-10-22,,,Insatisfecho,18294
ES_587129,2023-04-06,2.0,2.0,Satisfecho,17361
ES_434674,2024-06-01,,4.0,Insatisfecho,9293991
ES_999719,2024-06-19,2.0,2.0,Muy satisfecho,3963526
ES_626484,2024/05/13,3.0,4.0,Insatisfecho,16943
ES_123922,2024-02-20,4.0,,Satisfecho_,52220
ES_395382,2023-03-16,4.0,5.0,Muy satisfecho,3573330
ES_809380,2023/09/15,3.0,1.0,Neutral,16916
ES_935688,2024-02-05,2.0,1.0,Neutral_,16930
ES_679755,2022/11/11,5.0,5.0,Muy insatisfecho,5241181
ES_575471,2023/11/19,2.0,5.0,Insatisfecho,3990963
ES_788934,2023/12/06,4.0,1.0,Neutral,5213829
ES_217793,2023/11/23,3.0,3.0,Satisfecho,52227
ES_282941,2023/06/23,1.0,3.0,Muy satisfecho,18324
ES_360071,2023/09/30,2.0,4.0,Neutral,17714
ES_152767,2023-04-19,4.0,1.0,Muy insatisfecho,17455
ES_63132,2024-04-23,5.0,3.0,Insatisfecho,17779
ES_741357,2023-06-14,1.0,4.0,Muy insatisfecho,8781256
ES_358798,2023-10-26,,2.0,Insatisfecho,5240276
ES_13473,2024/08/20,4.0,5.0,Insatisfecho,3569222
ES_809809,2024-01-05,5.0,1.0,Neutral*,18196
ES_295067,2024/01/14,2.0,1.0,Insatisfecho,17971
ES_90737,2023/05/18,2.0,1.0,Insatisfecho,5220259
ES_787696,2024/03/19,2.0,3.0,Neutral,17271
ES_917898,2023/10/16,,3.0,Neutral,7126154
ES_873609,2024/08/24,4.0,4.0,Satisfecho,18496
ES_205782,2024-06-08,4.0,4.0,Muy satisfecho,4738111
ES_667916,2024-10-08,3.0,5.0,Insatisfecho,17640
ES_235684,2024/07/18,1.0,3.0,Insatisfecho,52214
ES_152726,2023-12-19,3.0,2.0,Muy satisfecho,17989
ES_649106,2023/02/25,2.0,1.0,Neutral*,16816
ES_836539,2022/11/05,1.0,2.0,Neutral,17993
ES_730211,2023-03-30,2.0,2.0,Muy insatisfecho,4987160
ES_870223,2023-05-11,5.0,4.0,Insatisfecho,17796
ES_56864,2024/06/16,1.0,5.0,Neutral,18181
ES_121845,2023-12-02,3.0,5.0,Muy insatisfecho~,18234
ES_36000,2024-03-13,4.0,4.0,Satisfecho,17120
ES_237901,2023-03-12,1.0,2.0,Muy satisfecho,8800259
ES_705877,2023-07-10,3.0,1.0,Neutral,17278
ES_631638,2024-03-02,1.0,2.0,Satisfecho,3991299
ES_375849,2023/01/31,5.0,5.0,Satisfecho,5240277
ES_519477,2024/01/24,1.0,3.0,Muy insatisfecho,17079
ES_213544,2024-07-20,4.0,,Neutral*,18004
ES_941496,2022-12-09,4.0,,Insatisfecho,18479
ES_601962,2024-09-21,5.0,4.0,Muy insatisfecho,16844
ES_730037,2023/04/17,4.0,4.0,Neutral,17384
ES_403422,2024/08/30,,5.0,Neutral_,5246185
ES_814477,2023/07/24,3.0,5.0,Neutral,18140
ES_302812,2023-12-19,1.0,4.0,Muy satisfecho,17547
ES_763345,2022-11-08,2.0,5.0,Insatisfecho*,18124
ES_278137,2024-08-09,2.0,4.0,Satisfecho,5201907
ES_469845,2024/05/19,2.0,1.0,Muy satisfecho,17457
ES_493097,2024-02-22,3.0,4.0,Neutral,7603212
ES_417087,2023/04/27,2.0,5.0,Muy satisfecho,17843
ES_717539,2024-02-29,1.0,,Insatisfecho,18365
ES_737260,2024-07-03,1.0,1.0,Satisfecho,5240325
ES_12475,2023/03/25,4.0,4.0,Muy insatisfecho,5220866
ES_968222,2024/04/14,1.0,3.0,Muy insatisfecho,52199
ES_383176,2023/05/09,1.0,1.0,Muy insatisfecho,17904
ES_554336,2023-10-01,,4.0,Satisfecho,17037
ES_401727,2024/01/29,4.0,3.0,Satisfecho,18108
ES_779440,2024-06-05,2.0,2.0,Muy insatisfecho,52174
ES_783519,2023/10/11,4.0,5.0,Insatisfecho,18545
ES_225558,2023-02-12,4.0,1.0,Neutral,17760
ES_935912,2023/08/07,5.0,3.0,Insatisfecho,16922
ES_837969,2023/02/26,3.0,4.0,Muy insatisfecho,16708
ES_416682,2024/08/01,5.0,2.0,Muy insatisfecho,17247
ES_453265,2023/11/25,4.0,3.0,Muy satisfecho,17542
ES_111244,2023/07/17,2.0,5.0,Muy insatisfecho,17886
ES_209189,2023-06-09,5.0,2.0,Muy insatisfecho,17669
ES_24831,2024/03/01,3.0,5.0,Insatisfecho,18537
ES_959172,2024-04-17,2.0,3.0,Satisfecho,3962563
ES_833794,2022-12-16,,1.0,Neutral,17553
ES_880114,2023/03/14,1.0,4.0,Muy satisfecho,5241181
ES_147965,2022/10/20,2.0,2.0,Satisfecho_,17281
ES_134753,2022/12/24,3.0,5.0,Muy satisfecho,17075
ES_403847,2023-12-12,3.0,2.0,Insatisfecho*,4749894
ES_94501,2023/05/02,2.0,3.0,Satisfecho_,52093
ES_22333,2024-03-18,4.0,2.0,Insatisfecho,52177
ES_610768,2023-03-10,2.0,3.0,Insatisfecho,17683
ES_979321,2023-06-04,2.0,4.0,Neutral,18248
ES_397830,2023/04/02,2.0,5.0,Muy satisfecho,17897
ES_630922,2024-02-17,1.0,,Muy insatisfecho,16997
ES_462602,2023/12/11,2.0,2.0,Neutral,18392
ES_91547,2022-12-23,3.0,1.0,Muy satisfecho,16724
ES_231328,2024-07-01,3.0,2.0,Satisfecho,18156
ES_244752,2024/09/06,1.0,,Neutral,52197
ES_194330,2023/07/30,3.0,2.0,Insatisfecho,17426
ES_161351,2023/02/02,3.0,4.0,Satisfecho,18029
ES_981621,2024/08/30,2.0,2.0,Neutral,16985
ES_854317,2024/05/17,1.0,5.0,Satisfecho,17733
ES_15185,2023/01/08,1.0,1.0,Neutral,8775334
ES_983818,2024/02/22,5.0,1.0,Muy satisfecho,52125
ES_437398,2024/09/27,3.0,,Satisfecho,18386
ES_950417,2024-08-11,5.0,4.0,Insatisfecho,16973
ES_548622,2024-03-14,1.0,3.0,Neutral,16862
ES_541089,2022/11/09,1.0,1.0,Muy satisfecho,18307
ES_43280,2024-05-26,,3.0,Muy insatisfecho,18425
ES_697776,2024-03-18,3.0,4.0,Insatisfecho,17080
ES_146294,2024/09/13,2.0,1.0,Neutral,7943778
ES_237747,2022/12/20,2.0,5.0,Neutral,18260
ES_537915,2023/08/01,2.0,4.0,Muy insatisfecho,18307
ES_813999,2024-05-18,,5.0,Neutral*,17827
ES_924725,2022/11/01,5.0,4.0,Muy satisfecho,17384
ES_838505,2023-05-21,5.0,2.0,Muy satisfecho,16738
ES_908471,2024/06/11,2.0,2.0,Muy satisfecho,5213818
ES_728455,2022-11-09,2.0,3.0,Muy satisfecho,17082
ES_84926,2023-02-24,2.0,5.0,Muy satisfecho,17537
ES_727842,2023/11/29,1.0,3.0,Muy satisfecho_,18264
ES_260693,2024/01/17,5.0,5.0,Muy satisfecho~,3573052
ES_257510,2023-07-26,4.0,4.0,Muy satisfecho,5654018
ES_874772,2023/10/10,5.0,4.0,Muy insatisfecho,16995
ES_110207,2024/03/25,5.0,4.0,Neutral,18275
ES_456849,2023-05-24,2.0,3.0,Insatisfecho,18384
ES_760793,2023/12/31,,1.0,Satisfecho,17495
ES_97253,2023-09-18,2.0,,Muy satisfecho,17400
ES_125400,2023-07-20,3.0,5.0,Neutral,52198
ES_329255,2024-06-11,2.0,2.0,Muy insatisfecho,17021
ES_253233,2023-08-31,3.0,3.0,Insatisfecho,3568708
ES_339033,2023-07-04,1.0,4.0,Neutral,17273
ES_729226,2024-09-26,1.0,2.0,Satisfecho,17017
ES_819429,2023/06/07,3.0,5.0,Muy satisfecho,18059
ES_305290,2024-08-16,3.0,5.0,Muy satisfecho,17176
ES_121425,2024/03/16,3.0,,Muy insatisfecho,7906811
ES_747022,2024-07-22,2.0,2.0,Satisfecho,7126517
ES_286261,2023/11/10,5.0,2.0,Neutral,4737941
ES_884067,2022/10/20,1.0,4.0,Neutral_,4986445
ES_862986,2023/11/26,3.0,4.0,Muy satisfecho,17049
ES_197562,2023-08-14,2.0,2.0,Muy insatisfecho,8799606
ES_978158,2023/10/25,4.0,5.0,Satisfecho,18125
ES_975968,2023/02/26,1.0,3.0,Neutral,17948
ES_924470,2023-03-01,2.0,1.0,Muy insatisfecho,3566373
ES_333895,2023-06-11,4.0,3.0,Neutral,17751
ES_237409,2024/04/28,2.0,4.0,Neutral,17350
ES_101844,2024-01-17,5.0,2.0,Muy insatisfecho,5213834
ES_902887,2022/10/12,3.0,2.0,Muy insatisfecho,7595815
ES_658954,2024-07-15,1.0,3.0,Neutral,16657
ES_256912,2022/12/12,4.0,2.0,Insatisfecho,7538071
ES_664545,2023-01-19,1.0,1.0,Muy insatisfecho_,9046339
ES_986047,2023/07/05,5.0,5.0,Muy insatisfecho_,16883
ES_932918,2022-11-08,3.0,3.0,Satisfecho*,18290
ES_936827,2023-01-21,1.0,2.0,Neutral,7126499
ES_567245,2023-10-22,2.0,4.0,Muy insatisfecho,18242
ES_2132,2023-10-10,1.0,1.0,Satisfecho,17989
ES_950194,2023/06/04,2.0,2.0,Satisfecho,5209994
ES_531924,2024-07-23,3.0,1.0,Muy insatisfecho,16890
ES_603514,2023-08-04,5.0,2.0,Insatisfecho,17063
ES_410837,2023-12-01,5.0,4.0,Insatisfecho,3569210
ES_109592,2024/05/09,,1.0,Muy insatisfecho,18115
ES_688711,2023-05-29,4.0,2.0,Insatisfecho,17579
ES_153249,2023/04/09,4.0,,Muy insatisfecho,4792812
ES_631238,2023-12-08,5.0,5.0,Muy insatisfecho_,17736
ES_281153,2024/08/21,,,Insatisfecho,17733
ES_618736,2024/04/11,3.0,4.0,Muy satisfecho,17455
ES_897936,2022-11-12,1.0,2.0,Neutral,17531
ES_267769,2023/12/07,2.0,3.0,Muy insatisfecho,16850
ES_234889,2024-05-12,,1.0,Neutral,17997
ES_615805,2023/11/30,2.0,4.0,Muy satisfecho,18172
ES_479120,2023/08/16,4.0,2.0,Neutral,17200
ES_129026,2023/01/14,5.0,5.0,Insatisfecho,18630
ES_427539,2023-09-03,,2.0,Muy satisfecho,17564
ES_455423,2023/12/30,3.0,3.0,Insatisfecho*,7943813
ES_203920,2022/10/19,5.0,2.0,Muy satisfecho,17825
ES_706903,2024-03-21,5.0,2.0,Muy insatisfecho,52075
ES_743516,2024/07/06,5.0,,Satisfecho,16871
ES_842354,2023/02/22,4.0,4.0,Neutral_,7595816
ES_99772,2024-03-19,1.0,5.0,Insatisfecho,52047
ES_497180,2023/12/10,,2.0,Muy insatisfecho,18156
ES_280640,2023/03/20,4.0,3.0,Muy satisfecho,16838
ES_290930,2022/11/19,2.0,2.0,Muy insatisfecho,5219935
ES_221964,2024-04-28,,3.0,Neutral,17168
ES_312549,2022-11-06,3.0,4.0,Insatisfecho~,18501
ES_548502,2024/04/14,4.0,2.0,Neutral,17651
ES_510393,2024/03/26,2.0,,Muy satisfecho,18017
ES_849528,2023-05-14,1.0,1.0,Muy satisfecho,451442
ES_2047,2024/02/28,1.0,1.0,Muy satisfecho,16894
ES_967836,2023-06-29,5.0,5.0,Muy satisfecho,52214
ES_790736,2023-04-06,3.0,3.0,Muy satisfecho,5246190
ES_394787,2023/06/16,4.0,4.0,Neutral,18620
ES_208602,2023/11/01,4.0,2.0,Satisfecho~,17805
ES_474801,2024-02-14,4.0,,Insatisfecho,6819614
ES_465619,2023-01-22,4.0,3.0,Satisfecho,16856
ES_516186,2023-05-10,,4.0,Muy satisfecho_,52219
ES_596902,2022/11/30,4.0,5.0,Satisfecho,18052
ES_184108,2024/09/08,5.0,4.0,Satisfecho,5175231
ES_545070,2023-05-13,4.0,5.0,Neutral,52090
ES_537755,2023/04/27,3.0,1.0,Insatisfecho,17753
ES_444018,2022-11-07,3.0,1.0,Muy satisfecho,3573050
ES_264460,2022-11-25,3.0,4.0,Satisfecho,3576105
ES_33419,2024/05/22,5.0,4.0,Neutral,18107
ES_459701,2023/01/07,4.0,4.0,Muy satisfecho,17005
ES_589350,2022-12-26,3.0,2.0,Satisfecho,17248
ES_795227,2024/08/16,1.0,1.0,Insatisfecho,18218
ES_766435,2023/06/14,4.0,1.0,Neutral,17466
ES_500311,2023/02/15,5.0,5.0,Muy satisfecho_,7168554
ES_487864,2024/06/09,4.0,1.0,Insatisfecho,8799633
ES_377611,2023/11/05,1.0,,Satisfecho,17085
ES_152538,2023/09/09,1.0,2.0,Satisfecho,16902
ES_221375,2022/11/29,1.0,1.0,Muy insatisfecho,17787
ES_88019,2024-07-01,1.0,4.0,Insatisfecho*,18146
ES_405648,2024-01-06,5.0,1.0,Muy satisfecho,18129
ES_46323,2023/01/13,5.0,2.0,Muy insatisfecho,18055
ES_958757,2023-11-15,3.0,2.0,Neutral,17437
ES_329209,2022/10/21,5.0,3.0,Muy insatisfecho,7142118
ES_308277,2022/10/26,1.0,,Satisfecho,16944
ES_864882,2023/04/15,3.0,4.0,Neutral,17586
ES_154055,2024-05-21,5.0,1.0,Insatisfecho,18462
ES_295910,2024-05-04,2.0,2.0,Muy satisfecho,18410
ES_694071,2024-04-30,5.0,5.0,Satisfecho,18569
ES_865668,2022/10/23,3.0,1.0,Insatisfecho,17106
ES_295186,2023/08/05,1.0,5.0,Muy satisfecho,17832
ES_235827,2024-05-10,3.0,4.0,Muy insatisfecho,17686
ES_746907,2022-11-04,3.0,4.0,Satisfecho,4704499
ES_385316,2024/08/16,3.0,2.0,Neutral,18083
ES_535673,2022-10-28,3.0,4.0,Satisfecho,18104
ES_15877,2024/01/20,2.0,1.0,Muy satisfecho,8799632
ES_342241,2023-10-09,3.0,3.0,Muy insatisfecho,18412
ES_84142,2024/08/01,1.0,1.0,Muy satisfecho,18082
ES_279104,2023-06-16,3.0,2.0,Muy insatisfecho,18585
ES_844192,2023/01/21,2.0,5.0,Muy insatisfecho,16768
ES_738415,2023/12/27,2.0,3.0,Satisfecho,9187536
ES_924872,2024/09/26,,5.0,Satisfecho,18285
ES_809735,2023/05/01,1.0,1.0,Satisfecho,18355
ES_773284,2023/04/07,4.0,3.0,Muy satisfecho,17025
ES_525345,2024-04-03,3.0,3.0,Muy satisfecho,17654
ES_734889,2024/04/05,3.0,,Muy insatisfecho,16813
ES_234230,2024/01/23,1.0,4.0,Neutral*,17385
ES_150073,2023-05-20,3.0,5.0,Insatisfecho,17089
ES_935656,2023-01-21,1.0,3.0,Muy satisfecho,16915
ES_328460,2024-01-05,,1.0,Insatisfecho~,17989
ES_620180,2022/12/12,4.0,5.0,Insatisfecho,18489
ES_825163,2023/12/30,4.0,5.0,Satisfecho,17658
ES_504080,2023/10/22,3.0,3.0,Neutral,17745
ES_97260,2022-10-17,4.0,2.0,Neutral,5653909
ES_469674,2023/01/24,5.0,4.0,Neutral,18637
ES_612977,2023-05-07,,2.0,Satisfecho,18079
ES_166875,2023-07-05,3.0,4.0,Neutral,52121
ES_491684,2023-09-16,5.0,,Satisfecho,17874
ES_716492,2023/05/24,,5.0,Satisfecho,16879
ES_290038,2023-07-13,5.0,4.0,Muy satisfecho,7125254
ES_323658,2023/12/27,3.0,2.0,Insatisfecho,16992
ES_976899,2023/05/15,3.0,3.0,Neutral,18577
ES_590128,2023-04-27,2.0,2.0,Muy satisfecho,4984713
ES_165076,2023-09-24,,3.0,Insatisfecho,3568173
ES_79825,2023/07/21,4.0,1.0,Muy satisfecho,3573054
ES_289871,2023/08/24,1.0,5.0,Satisfecho,17657
ES_238576,2023-01-07,2.0,5.0,Satisfecho,4792812
ES_374267,2023/05/28,4.0,,Muy insatisfecho,18378
ES_46888,2024-07-09,1.0,,Neutral,17683
ES_888641,2023-04-12,,3.0,Muy insatisfecho,17567
ES_687056,2023/10/12,2.0,3.0,Muy satisfecho,8780092
ES_720629,2024-06-23,4.0,1.0,Muy insatisfecho,16757
ES_773443,2023/07/08,4.0,1.0,Insatisfecho,17579
ES_434504,2024-08-28,4.0,4.0,Insatisfecho,17022
ES_610249,2022/11/30,5.0,1.0,Muy insatisfecho,18152
ES_848819,2024/02/29,1.0,5.0,Insatisfecho,18084
ES_757089,2023-10-01,4.0,2.0,Neutral,16744
ES_535050,2024/03/14,1.0,1.0,Muy insatisfecho,16957
ES_574631,2024/06/05,1.0,3.0,Muy insatisfecho,5175231
ES_65891,2023/09/29,1.0,2.0,Satisfecho,52163
ES_306195,2024-06-05,4.0,5.0,Satisfecho,5246184
ES_72855,2023/11/25,4.0,3.0,Muy insatisfecho,7903107
ES_709776,2024/01/25,1.0,4.0,Neutral,8799531
ES_386413,2024/10/09,4.0,1.0,Muy insatisfecho,16977
ES_5055,2023/01/30,1.0,2.0,Insatisfecho,17971
ES_333767,2023/06/27,4.0,,Neutral,18474
ES_733706,2023/07/16,,5.0,Insatisfecho,17274
ES_433094,2023/08/01,2.0,5.0,Satisfecho,9049658
ES_766092,2023/06/01,2.0,3.0,Neutral,5237114
ES_611707,2024/06/01,1.0,4.0,Insatisfecho,18586
ES_398810,2023/02/05,4.0,5.0,Muy satisfecho,4749889
ES_182248,2023/04/11,5.0,,Insatisfecho~,16958
ES_67745,2024/03/03,2.0,3.0,Muy satisfecho,18120
ES_41978,2023-01-11,5.0,2.0,Muy insatisfecho,17933
ES_311896,2023/10/14,4.0,5.0,Neutral,17602
ES_256898,2024/09/21,5.0,3.0,Satisfecho,17795
ES_645059,2023-10-26,3.0,,Insatisfecho,18121
ES_293921,2024/02/12,5.0,4.0,Neutral,18082
ES_220145,2024/01/17,3.0,1.0,Muy insatisfecho,18169
ES_5889,2024/04/26,3.0,4.0,Muy satisfecho,18069
ES_630433,2022/10/21,4.0,2.0,Neutral,18044
ES_527240,2024/09/18,2.0,5.0,Muy insatisfecho,17940
ES_325298,2023/07/14,1.0,1.0,Insatisfecho,5237130
ES_104881,2023/04/01,5.0,1.0,Neutral,9237040
ES_947713,2023/05/09,,4.0,Muy insatisfecho,17797
ES_660201,2022/11/21,4.0,1.0,Insatisfecho_,18117
ES_936701,2022/12/03,4.0,2.0,Satisfecho,17606
ES_253440,2024/02/20,2.0,2.0,Neutral,16897
ES_416324,2023/05/16,4.0,,Neutral,3573350
ES_892834,2024-08-14,5.0,2.0,Neutral,17885
ES_764416,2023-12-07,5.0,2.0,Muy insatisfecho,17669
ES_17497,2023-08-02,2.0,5.0,Insatisfecho,17157
ES_986463,2023/03/29,1.0,1.0,Muy insatisfecho,17387
ES_586590,2023-02-11,4.0,,Neutral,17079
ES_326920,2022/11/19,1.0,3.0,Insatisfecho*,5195568
ES_691391,2024/06/02,3.0,1.0,Insatisfecho,18344
ES_981298,2024-06-23,3.0,3.0,Neutral,18456
ES_599728,2023-02-12,4.0,5.0,Muy satisfecho,18541
ES_430622,2023/07/05,3.0,1.0,Insatisfecho,3531286
ES_322902,2023/06/19,2.0,2.0,Satisfecho,52049
ES_348021,2024-04-14,1.0,5.0,Muy satisfecho,16762
ES_640791,2022-12-07,3.0,,Muy satisfecho,17047
ES_136541,2022-12-05,5.0,2.0,Satisfecho,16872
ES_235863,2023/03/18,5.0,4.0,Neutral,7862341
ES_741031,2022-11-27,3.0,,Muy satisfecho,18595
ES_683862,2022/12/06,4.0,4.0,Neutral,17105
ES_856868,2023-12-30,,1.0,Satisfecho,18032
ES_712279,2023-04-30,4.0,4.0,Muy insatisfecho_,18276
ES_804145,2024-06-08,4.0,5.0,Neutral,5003366
ES_59798,2023/07/27,3.0,3.0,Insatisfecho,6819623
ES_235663,2023/06/09,3.0,4.0,Satisfecho,17827
ES_132814,2022-12-03,,3.0,Neutral*,18488
ES_461502,2023-08-09,3.0,1.0,Muy satisfecho,18534
ES_722700,2024/05/01,5.0,1.0,Muy satisfecho,5653716
ES_893413,2023/12/28,3.0,4.0,Satisfecho,18611
ES_311882,2023-06-06,,5.0,Satisfecho,7591686
ES_113790,2023/02/27,3.0,3.0,Muy satisfecho,5237109
ES_787779,2022/11/05,2.0,1.0,Satisfecho_,18337
ES_958409,2022/11/02,3.0,2.0,Insatisfecho~,18148
