ID,FechaReporte,TipoIncidente,Gravedad,AreaRecreativaID
IS_828776,2022-10-29,Comportamiento inadecuado,Alta,7837848
IS_995498,2022/11/13,Comportamiento inadecuado,Media,17151
IS_732087,2023/06/27,Robo,Media~,52143
IS_482375,2024/03/10,Robo,Media,6819627
IS_889050,2023-02-09,,Alta,7248182
IS_780914,2023/06/15,Daño estructural,Media~,18428
IS_104989,2024/09/08,Daño estructural,Media,18302
IS_992521,2023-11-12,Daño estructural,Baja,18106
IS_465865,2023-09-19,Comportamiento inadecuado,Media,17015
IS_736134,2023/03/22,Robo,Baja,18314
IS_555334,2024-07-19,Comportamiento inadecuado,Baja,7928425
IS_984198,2023/02/11,Daño estructural,Baja,3991087
IS_689489,2023/05/01,Vandalismo,Baja,16766
IS_944585,2023-04-17,Daño estructural,Media,17281
IS_478615,2024-02-22,Daño estructural,Media,18114
IS_371756,2023/10/02,Robo,Baja,17543
IS_218778,2024/07/12,Daño estructural,Baja,17289
IS_845276,2023/01/08,Comportamiento inadecuado,Media,16813
IS_139503,2023-02-11,Robo,Media,17837
IS_268518,2023/01/31,Comportamiento inadecuado,Media,17708
IS_310531,2023/11/10,Robo,Alta,17124
IS_677277,2024-09-11,Comportamiento inadecuado,Alta,4730819
IS_711100,2024/07/09,Daño estructural,Media,18231
IS_893448,2024/09/15,Comportamiento inadecuado,Media,17564
IS_365777,2023-01-08,,Media,16854
IS_723857,2023/01/08,Comportamiento inadecuado,Alta,17300
IS_808597,2023/12/03,Comportamiento inadecuado,Baja,7872643
IS_678280,2024/07/02,Robo,Media_,17347
IS_347273,2023-09-18,Vandalismo,Alta,52131
IS_272106,2024/05/27,Vandalismo,Media_,17561
IS_361578,2024/03/24,Daño estructural,Media~,18279
IS_681002,2023/01/19,Daño estructural,Media,461181
IS_531087,2024-04-19,Vandalismo,Alta,18413
IS_433706,2022/12/09,Daño estructural,Baja,5071591
IS_7225,2022-10-20,,Baja,18637
IS_887014,2023-12-04,Robo,Baja,18591
IS_728693,2023-06-19,Comportamiento inadecuado,Alta,18430
IS_503541,2024/05/21,,Media,18022
IS_786838,2024/01/03,Comportamiento inadecuado,Media,18076
IS_397039,2023-06-21,Daño estructural,Baja,52106
IS_52743,2023-04-25,Vandalismo,Media,18079
IS_638776,2024-05-17,Vandalismo,Alta,5240279
IS_923283,2022/12/12,Robo,Alta,5237113
IS_365705,2024-04-14,Daño estructural,Alta,17118
IS_329310,2023/07/13,Comportamiento inadecuado,Media,7882656
IS_95340,2023-09-28,Vandalismo,Alta,17973
IS_124281,2023/11/29,Daño estructural,Media,5654057
IS_608742,2024-04-26,Robo,Baja,18279
IS_590653,2023/11/14,Vandalismo,Alta,16896
IS_265511,2023-04-23,Robo,Media,17677
IS_368820,2022-10-19,Vandalismo,Media,17600
IS_876832,2023-03-31,Comportamiento inadecuado,Baja,18548
IS_208679,2023/07/31,Comportamiento inadecuado,Baja,9046352
IS_179908,2023-03-03,Robo,Baja,18430
IS_242014,2023/02/21,Vandalismo,Media,16903
IS_912352,2022/11/15,Daño estructural,Alta,52054
IS_664858,2023-09-27,Robo,Alta,16786
IS_63411,2024/03/15,Daño estructural,Baja,17400
IS_504177,2023/02/18,Vandalismo,Alta,18555
IS_806639,2023-12-03,Daño estructural,Baja,17180
IS_630180,2024/04/24,Comportamiento inadecuado,Baja,18084
IS_991361,2023-12-28,Vandalismo,Baja,8799941
IS_102090,2024-03-11,,Baja,52078
IS_527636,2022/12/08,,Baja,17507
IS_781791,2024/06/20,Daño estructural,Baja,52211
IS_954973,2023/11/20,,Baja,3568306
IS_931836,2024-05-31,Daño estructural,Baja,17902
IS_223490,2024/10/01,Daño estructural,Media,18607
IS_554178,2022-10-29,Robo,Media,17861
IS_99923,2024/04/04,Comportamiento inadecuado,Baja,7162223
IS_653501,2023/03/30,Comportamiento inadecuado,Baja_,18588
IS_415308,2023-03-11,Robo,Baja,18408
IS_32452,2022-12-06,Daño estructural,Media,16900
IS_748085,2024-02-18,Robo,Baja~,16918
IS_110180,2024-09-06,,Alta,5213826
IS_32047,2024-01-15,Robo,Alta,17624
IS_668926,2024-08-11,Daño estructural,Media,18502
IS_220721,2023-09-17,Robo,Baja,18367
IS_47645,2022-12-23,Vandalismo,Baja,17430
IS_187672,2024-01-23,Robo,Media,17020
IS_119443,2023-08-30,Comportamiento inadecuado,Alta,17638
IS_548850,2023-09-07,,Baja,18012
IS_392013,2023/01/11,Robo,Baja,17475
IS_201078,2024-09-19,Vandalismo,Baja,9179375
IS_102454,2024/08/03,Daño estructural,Media,52179
IS_832226,2024/01/28,Vandalismo,Alta,16963
IS_66859,2023/01/26,,Media,17543
IS_158923,2024-03-12,Daño estructural,Alta,17350
IS_174313,2024/10/01,Robo,Alta,18261
IS_52519,2023-10-14,Robo,Alta,3573466
IS_538462,2024-07-27,Comportamiento inadecuado,Baja,4988362
IS_214153,2023-09-29,Robo,Baja,5240310
IS_386918,2024/03/15,,Alta,5201907
IS_465630,2023-01-29,Vandalismo,Baja,16843
IS_763535,2024-07-21,,Alta,17141
IS_795259,2024-04-11,,Alta,16847
IS_33938,2024/05/30,Comportamiento inadecuado,Baja,18596
IS_291050,2024/02/10,Daño estructural,Alta,18575
IS_217712,2024-04-01,Vandalismo,Media,9235167
IS_45616,2023/05/21,Vandalismo,Baja,16676
IS_705017,2024/04/01,Robo,Baja*,18456
IS_875954,2024-03-07,Comportamiento inadecuado,Alta,52122
IS_677942,2023-09-03,Daño estructural,Media,17571
IS_723812,2023/07/15,Comportamiento inadecuado,Baja,3573773
IS_432360,2024/07/06,Daño estructural,Baja,17647
IS_665906,2023/08/17,Vandalismo,Alta,17743
IS_300979,2023/01/08,,Baja,6907760
IS_601118,2024-04-28,Comportamiento inadecuado,Alta,18336
IS_777088,2024/07/19,Vandalismo,Alta,17122
IS_850367,2024-04-03,Robo,Media,16945
IS_74773,2023/01/30,Vandalismo,Media,17380
IS_322488,2023/01/02,Robo,Alta,18307
IS_962230,2023-05-26,,Baja,17343
IS_409448,2023-05-30,Comportamiento inadecuado,Baja,16875
IS_899966,2023-04-14,Vandalismo,Alta,9403205
IS_753751,2024/03/30,Vandalismo,Media,4749897
IS_236208,2023/11/13,Daño estructural,Alta,4730819
IS_937240,2023/07/23,Vandalismo,Baja,17395
IS_226940,2023/12/18,,Media*,17767
IS_862971,2023-08-03,Daño estructural,Baja,17918
IS_373280,2022-11-11,Vandalismo,Baja,7602200
IS_459204,2023-10-02,Daño estructural,Baja,5195695
IS_283656,2024-08-08,Vandalismo,Baja,52056
IS_977874,2023/02/02,Vandalismo,Baja,17809
IS_862818,2024-02-14,Comportamiento inadecuado,Baja,17710
IS_34687,2024/02/10,Vandalismo,Alta,17472
IS_536819,2024-01-14,Daño estructural,Alta,18637
IS_109188,2023/11/04,Vandalismo,Alta~,17470
IS_857910,2023/08/13,Comportamiento inadecuado,Alta,18382
IS_406902,2024/07/29,Daño estructural,Baja,4730886
IS_692805,2024/10/09,Comportamiento inadecuado,Media,17892
IS_938962,2023-02-01,Comportamiento inadecuado,Media,9269361
IS_905094,2024-07-28,Comportamiento inadecuado,Baja,17608
IS_761334,2023-10-12,Daño estructural,Media,16771
IS_800990,2024-01-13,Daño estructural,Alta,17724
IS_453283,2024-04-09,Daño estructural,Baja,17298
IS_279974,2023/09/24,Daño estructural,Media,17308
IS_234029,2022-12-24,Vandalismo,Alta,5219929
IS_510580,2023-11-14,Vandalismo,Alta,17716
IS_975242,2023-01-18,Vandalismo,Media,18508
IS_333707,2023/12/07,Comportamiento inadecuado,Baja,17652
IS_847863,2022-12-26,Daño estructural,Media~,3740132
IS_830934,2023-07-08,,Media,52122
IS_724201,2024-09-18,Robo,Alta,52160
IS_247492,2023/08/13,Comportamiento inadecuado,Media,18023
IS_653702,2023-07-27,Vandalismo,Baja,17453
IS_972926,2022/12/14,Comportamiento inadecuado,Alta,16889
IS_996581,2022-10-25,Robo,Baja,18104
IS_210453,2023/12/14,Robo,Media,17459
IS_702045,2023/06/15,Comportamiento inadecuado,Media,17659
IS_333778,2023-10-30,Vandalismo,Alta,17635
IS_876318,2023/11/26,,Media,16842
IS_622246,2024-09-08,Robo,Alta,8891581
IS_437578,2023/05/06,Vandalismo,Alta,17113
IS_573411,2022/10/14,,Media,18495
IS_394913,2023/09/09,Vandalismo,Alta,17936
IS_978428,2024-07-20,Daño estructural,Alta,7107703
IS_397115,2023-01-03,Daño estructural,Baja,17923
IS_639296,2023-01-25,Daño estructural,Baja_,8799549
IS_421126,2024-06-28,Vandalismo,Alta,18252
IS_50767,2023-06-05,Robo,Alta,4795141
IS_8303,2023/05/18,Daño estructural,Alta,52213
IS_683521,2022-11-30,Daño estructural,Media,18403
IS_500923,2022-10-17,Robo,Alta,18224
IS_944159,2024/04/04,Comportamiento inadecuado,Baja,16683
IS_243219,2023-08-17,Comportamiento inadecuado,Media*,5653933
IS_817282,2024/03/08,Comportamiento inadecuado,Media,17728
IS_131170,2022-11-12,Comportamiento inadecuado,Baja,16890
IS_237734,2023/12/01,Vandalismo,Media,5654037
IS_729556,2022/12/07,Daño estructural,Baja,7903107
IS_445511,2022-10-17,Robo,Baja_,18501
IS_488913,2023/01/08,Comportamiento inadecuado,Media,16848
IS_69951,2023-04-12,Comportamiento inadecuado,Alta,16875
IS_292773,2022-12-18,Robo,Media,7896349
IS_219825,2023-01-11,Robo,Baja,17787
IS_417344,2024/07/11,Comportamiento inadecuado,Baja,52031
IS_264027,2024/04/30,Robo,Baja,18405
IS_67512,2024-05-28,Daño estructural,Media~,5241179
IS_499822,2024-01-11,Vandalismo,Media~,9391954
IS_60166,2022/12/10,Vandalismo,Media~,16782
IS_931412,2023/11/18,Robo,Media,451442
IS_431169,2024/03/01,Comportamiento inadecuado,Media,17755
IS_486811,2023/03/18,Vandalismo,Alta,17636
IS_114355,2023/01/03,Comportamiento inadecuado,Baja_,9180738
IS_291004,2023/11/24,Vandalismo,Alta,4730869
IS_213640,2023-07-14,Vandalismo,Media,17085
IS_762318,2023-09-12,Daño estructural,Alta,3991326
IS_565438,2022-12-08,Robo,Media,17510
IS_664177,2024/03/15,Comportamiento inadecuado,Baja,16750
IS_303088,2024/04/28,Daño estructural,Alta,52136
IS_726208,2023/08/01,,Media,18282
IS_226463,2023-07-12,Daño estructural,Media,17445
IS_382800,2024-06-22,Vandalismo,Baja,17770
IS_888170,2024/05/07,Vandalismo,Media,17943
IS_899895,2023-02-18,Robo,Baja,52215
IS_757252,2023-06-01,Daño estructural,Baja,17625
IS_867223,2024-01-15,Vandalismo,Alta,18349
IS_419381,2024/04/20,Robo,Baja,4737941
IS_506080,2023/07/10,Comportamiento inadecuado,Media,17668
IS_880238,2024/08/29,Robo,Baja,5654012
IS_711043,2023/09/02,Comportamiento inadecuado,Media,5240282
IS_477762,2023-06-21,Vandalismo,Media~,17441
IS_84868,2024/05/11,Robo,Alta,17870
IS_708163,2023-10-02,Vandalismo,Media,17171
IS_213205,2023/03/21,Robo,Alta,18282
IS_181365,2024/06/30,Robo,Alta~,17083
IS_610791,2023/06/01,Daño estructural,Alta,17868
IS_637164,2024/07/11,Robo,Alta,17056
IS_865679,2023-07-20,Vandalismo,Baja,5209024
IS_372565,2024-03-22,Robo,Media*,16683
IS_619112,2023-07-09,Daño estructural,Baja,17072
IS_181636,2023/10/26,Daño estructural,Alta,52148
IS_721631,2024/01/06,Vandalismo,Media,18448
IS_391847,2023-03-22,Daño estructural,Alta,5237121
IS_925425,2024-07-02,Daño estructural,Baja,5653899
IS_930713,2022-11-15,Daño estructural,Media,17550
IS_472990,2023-04-30,Robo,Baja,17282
IS_814903,2022-10-31,Vandalismo,Baja,17586
IS_605201,2023-09-02,Comportamiento inadecuado,Baja,17581
IS_166899,2023-02-25,Vandalismo,Alta,16989
IS_939126,2022-11-15,Comportamiento inadecuado,Alta,17004
IS_896459,2023/07/09,Vandalismo,Media,17971
IS_114123,2024-07-19,Comportamiento inadecuado,Alta,52143
IS_323809,2023/05/28,Comportamiento inadecuado,Media,17600
IS_326515,2024-03-08,Comportamiento inadecuado,Alta*,17855
IS_942161,2022/10/31,Vandalismo,Alta,9492616
IS_713775,2024/07/13,Daño estructural,Alta,18589
IS_687649,2024/06/17,Robo,Media,52186
IS_937691,2022-10-19,Comportamiento inadecuado,Baja,18472
IS_455750,2023/02/26,Robo,Baja,5237133
IS_302549,2023-01-09,Robo,Baja,17022
IS_104307,2023-10-29,Daño estructural,Baja,18224
IS_210733,2023-07-08,Comportamiento inadecuado,Baja,18514
IS_630620,2024/09/03,Robo,Baja,52195
IS_789464,2023-03-02,Robo,Media,17080
IS_586806,2023-04-12,Vandalismo,Media,7895078
IS_937645,2024/01/14,Robo,Baja,17846
IS_747039,2024-04-26,Vandalismo,Media,18121
IS_371371,2023-11-17,Daño estructural,Alta,17643
IS_255213,2023/12/08,Comportamiento inadecuado,Media~,4794560
IS_937743,2024/04/03,Daño estructural,Media~,17943
IS_345261,2023-10-01,Comportamiento inadecuado,Alta,17181
IS_657359,2023-03-11,Robo,Alta,17578
IS_277299,2022-12-31,Daño estructural,Alta,16761
IS_50076,2022-10-12,Vandalismo,Alta,18128
IS_187242,2024-08-23,Comportamiento inadecuado,Media,17015
IS_394397,2023/07/24,Robo,Baja,18468
IS_890085,2023/05/11,Vandalismo,Alta,18486
IS_614650,2023/05/08,Daño estructural,Media,52211
IS_526589,2022-11-12,Robo,Media,52049
IS_664625,2022-12-06,Comportamiento inadecuado,Alta,17502
IS_874114,2024-03-08,Vandalismo,Baja,17069
IS_20696,2024/06/15,Daño estructural,Baja,52120
IS_673601,2023/04/12,Robo,Alta*,17734
IS_701449,2024/10/06,Robo,Media,17843
IS_615003,2024/08/18,,Media,8909088
IS_716273,2023-04-25,Daño estructural,Media,18113
IS_834960,2024/09/19,Robo,Baja,3569250
IS_393825,2024/05/13,Vandalismo,Media_,52218
IS_226630,2024/07/20,Comportamiento inadecuado,Media,9272789
IS_350155,2024-09-04,Vandalismo,Alta,4988362
IS_640337,2024/06/15,Vandalismo,Baja,17109
IS_37669,2024-07-05,Daño estructural,Alta,17906
IS_443630,2023-12-02,Robo,Alta,5075483
IS_103913,2024-03-24,Comportamiento inadecuado,Alta_,52163
IS_109673,2024/04/04,Robo,Media,17194
IS_488487,2024-03-24,Daño estructural,Alta,17745
IS_222866,2022-11-13,Daño estructural,Baja*,18042
IS_626729,2023/01/20,Daño estructural,Baja,17781
IS_436416,2022-10-27,Robo,Alta,17796
IS_332492,2024/05/06,Vandalismo,Media,5075483
IS_874510,2024/01/31,Vandalismo,Alta,18297
IS_123626,2022-12-01,Vandalismo,Alta,18604
IS_319308,2023/12/12,Comportamiento inadecuado,Alta,9424150
IS_881557,2022-11-30,Robo,Baja,5219924
IS_205053,2024-07-07,Daño estructural,Baja,5213820
IS_508622,2023-03-28,Daño estructural,Baja,52227
IS_507200,2023-01-11,Daño estructural,Media,18434
IS_77655,2024-03-09,Daño estructural,Baja,16906
IS_211652,2022/12/20,,Media,17588
IS_220940,2023-05-21,Daño estructural,Alta,18413
IS_585491,2022/11/24,Comportamiento inadecuado,Media,3573332
IS_788923,2023/08/22,Daño estructural,Baja,52211
IS_295185,2023/02/06,Robo,Baja,17820
IS_491237,2024-03-21,Daño estructural,Media,17363
IS_377764,2023/05/14,Vandalismo,Media,6819612
IS_264531,2024-04-26,Daño estructural,Baja,18594
IS_715489,2024-01-13,,Alta,18242
IS_547564,2024/08/06,Comportamiento inadecuado,Alta,7882667
IS_128185,2024/10/05,Vandalismo,Alta,17745
IS_717014,2024/05/23,Robo,Baja,52119
IS_510246,2023-11-09,Robo,Baja,18549
IS_937064,2024-05-03,Robo,Alta,18196
IS_581038,2024/01/01,Daño estructural,Baja,8914012
IS_536974,2024/07/31,Comportamiento inadecuado,Media,18055
IS_643369,2024/04/17,Vandalismo,Baja,17615
IS_876067,2023/02/11,Daño estructural,Media,18155
IS_220166,2024-02-02,Comportamiento inadecuado,Alta,5240277
IS_960641,2024-08-07,Daño estructural,Alta,17593
IS_775136,2023-01-31,Robo,Alta,17322
IS_259172,2022/12/10,Comportamiento inadecuado,Media_,18220
IS_893413,2023-12-27,,Media*,16852
IS_532825,2024/08/08,Comportamiento inadecuado,Alta,18082
IS_942269,2023-09-04,Robo,Alta,8909085
IS_198828,2023/01/04,Robo,Alta,17729
IS_900923,2023-05-04,Comportamiento inadecuado,Media,18405
IS_657590,2024-05-06,Robo,Baja,52170
IS_813516,2023-05-14,Robo,Media,16851
IS_439608,2024-03-24,Vandalismo,Baja,5653903
IS_538158,2023/10/14,Vandalismo,Media,18575
IS_803825,2022-12-25,,Media,5109124
IS_753046,2024-02-03,Vandalismo,Baja,17127
IS_753698,2024/04/29,,Baja,5654025
IS_548135,2023-07-12,Comportamiento inadecuado,Alta,18038
IS_767144,2022-10-23,Daño estructural,Media,52051
IS_760034,2023/06/11,Robo,Media*,7362864
IS_602461,2023-11-01,Comportamiento inadecuado,Media,16970
IS_71185,2023-04-13,Robo,Media,16848
IS_226094,2024/09/17,Daño estructural,Alta,17360
IS_926344,2024-05-31,Vandalismo,Baja,17326
IS_55508,2024/02/26,,Baja,7126154
IS_717025,2023/04/23,,Alta,52107
IS_63460,2024/09/15,Daño estructural,Baja,17963
IS_262404,2024-08-03,Robo,Baja,16928
IS_753849,2024/05/21,Vandalismo,Alta,52198
IS_773090,2023/01/20,Daño estructural,Alta,18068
IS_260154,2024-04-10,Comportamiento inadecuado,Media,18544
IS_41347,2024/04/20,Comportamiento inadecuado,Baja,9492616
IS_362409,2024/09/08,Vandalismo,Media,16896
IS_247667,2023-06-04,Comportamiento inadecuado,Media,18531
IS_849254,2024/09/01,Vandalismo,Alta,17492
IS_369933,2024-01-09,Daño estructural,Media,18195
IS_777086,2024/01/03,Comportamiento inadecuado,Media,17156
IS_611726,2024-10-07,Daño estructural,Media,18223
IS_851666,2023/08/22,Daño estructural,Baja,17407
IS_75989,2024-03-25,,Media,7403983
IS_802299,2023/10/18,,Alta,52184
IS_413706,2022-12-02,Comportamiento inadecuado,Alta,5241171
IS_743887,2022/11/22,Comportamiento inadecuado,Baja,17457
IS_571007,2022/11/21,Robo,Baja,17465
IS_304198,2024/07/08,Vandalismo,Media,17639
IS_185009,2023/05/24,Robo,Alta,18544
IS_193188,2023-10-08,Robo,Media*,18094
IS_331714,2023/01/27,Robo,Media,52087
IS_894083,2023-11-29,Comportamiento inadecuado,Alta,9271963
IS_956451,2023-01-18,,Media,18437
IS_359559,2024-03-25,Comportamiento inadecuado,Baja,17780
IS_574397,2023-05-19,Daño estructural,Alta,17582
IS_106057,2024-07-20,Comportamiento inadecuado,Media,9177985
IS_826751,2023-03-03,Robo,Baja,5219930
IS_164442,2023-09-14,Robo,Baja,5237120
IS_63519,2023-05-16,Robo,Alta,17130
IS_647218,2024/06/06,Comportamiento inadecuado,Baja*,17279
IS_31998,2023-11-09,,Baja,17733
IS_235202,2023-01-29,Comportamiento inadecuado,Baja,8941726
IS_306906,2023-08-08,Robo,Baja,17741
IS_271981,2024-08-03,,Baja,17803
IS_244433,2023-10-25,Vandalismo,Alta,18323
IS_346051,2024-06-25,Comportamiento inadecuado,Baja,16866
IS_113176,2022-12-19,Vandalismo,Media,17141
IS_326178,2024-02-10,Robo,Alta,17217
IS_210381,2024-06-07,Robo,Media,18271
IS_524455,2023/02/12,Daño estructural,Baja_,17276
IS_140081,2023/01/07,Comportamiento inadecuado,Baja,18165
IS_291632,2024-02-23,Daño estructural,Alta,17593
IS_514404,2023/07/07,Vandalismo,Baja,17608
IS_531143,2023-02-19,Robo,Alta,18209
IS_781776,2023-08-02,Vandalismo,Baja~,16770
IS_279960,2024/05/12,Robo,Baja,17525
IS_137529,2022-11-14,Daño estructural,Baja,18232
IS_999422,2022/10/17,Robo,Media,17638
IS_825541,2023/01/04,Vandalismo,Media,17428
IS_968398,2023-04-13,Comportamiento inadecuado,Alta,17425
IS_547013,2023/06/29,Daño estructural,Baja,17993
IS_917816,2023-09-09,Robo,Media,16993
IS_145333,2024/05/10,Comportamiento inadecuado,Alta,16717
IS_542494,2024-02-20,Comportamiento inadecuado,Media,17349
IS_824732,2024/04/22,Comportamiento inadecuado,Alta,5209994
IS_534032,2022/11/06,,Media,7933004
IS_591425,2023/07/28,Robo,Media*,16851
IS_47360,2022-11-29,Robo,Alta,18302
IS_216063,2023/11/10,Robo,Media,18301
IS_537103,2023-01-05,,Baja,18341
IS_700689,2023/06/01,Daño estructural,Alta,17118
IS_982742,2023-11-07,Comportamiento inadecuado,Alta,17257
IS_319627,2023/01/20,Daño estructural,Baja,18262
IS_814370,2023/01/25,Comportamiento inadecuado,Media,7896349
IS_239405,2024/07/06,Robo,Baja,18617
IS_355733,2023/04/19,,Baja,5653971
IS_683667,2024-06-14,Comportamiento inadecuado,Media,52142
IS_388839,2024-07-01,Vandalismo,Baja,7838818
IS_965535,2023/07/30,Comportamiento inadecuado,Alta,18206
IS_765913,2023-02-04,Robo,Baja*,17153
IS_687478,2024/05/06,Daño estructural,Alta,16915
IS_200605,2023/11/18,Daño estructural,Media,17801
IS_818739,2023-08-26,Vandalismo,Baja_,4749893
IS_426969,2023-07-12,Vandalismo,Baja,17954
IS_839019,2023-08-16,Robo,Alta,52203
IS_85808,2024-08-22,Robo,Media,17912
IS_626860,2024-07-06,,Alta,5174720
IS_24859,2023/11/28,Vandalismo,Alta,17955
IS_198636,2023-04-26,Comportamiento inadecuado,Media,17280
IS_752361,2023/10/18,Robo,Media,16745
IS_878580,2023-03-21,Vandalismo,Media,52040
IS_685835,2023-09-12,,Media,16772
IS_389809,2024-08-01,Daño estructural,Media,17052
IS_143281,2023/06/09,Vandalismo,Alta*,16891
IS_251349,2023/05/21,Comportamiento inadecuado,Media,17708
IS_646506,2023/07/26,Robo,Baja,52126
IS_125115,2022-10-30,Comportamiento inadecuado,Alta*,16902
IS_450164,2023/06/13,Vandalismo,Alta,16867
IS_431445,2023/04/01,Comportamiento inadecuado,Media,16784
IS_773595,2024/07/09,Daño estructural,Baja,5272342
IS_651644,2023-03-14,Vandalismo,Baja,18015
IS_820584,2024/01/10,Robo,Media,17128
IS_124404,2023/07/06,Vandalismo,Media,17885
IS_49467,2024-09-11,Vandalismo,Baja,16855
IS_170541,2023-02-07,Comportamiento inadecuado,Media,5241171
IS_825348,2023-07-04,Comportamiento inadecuado,Baja,17747
IS_863121,2024-09-22,Comportamiento inadecuado,Media,18544
IS_680345,2024-09-11,Daño estructural,Baja,52226
IS_62971,2023/07/22,Comportamiento inadecuado,Media*,5133174
IS_782604,2023/04/25,Comportamiento inadecuado,Baja,7162223
IS_82864,2023-08-18,,Media,18516
IS_171860,2022/12/20,Comportamiento inadecuado,Baja,4738111
IS_740596,2023/11/14,Comportamiento inadecuado,Media,17877
IS_72277,2024/08/16,Robo,Baja,17266
IS_138779,2023-01-08,Comportamiento inadecuado,Alta,17925
IS_969347,2023/09/27,Comportamiento inadecuado,Baja,18333
IS_546456,2023/03/13,Comportamiento inadecuado,Media,16787
IS_152467,2024-09-24,Vandalismo,Alta,3573330
IS_485384,2023/04/14,Comportamiento inadecuado,Baja~,16966
IS_672716,2024-06-02,Daño estructural,Media,4988049
IS_419153,2023-03-25,Vandalismo,Alta,17346
IS_926656,2024-05-03,Daño estructural,Baja,16855
IS_135594,2024-09-06,Vandalismo,Alta,17213
IS_554994,2024-09-16,Daño estructural,Alta,17765
IS_887859,2022/12/18,Robo,Baja,17366
IS_261101,2023-11-09,,Baja~,18195
IS_572853,2023-07-21,Vandalismo,Alta,3566373
IS_372246,2024-09-09,Daño estructural,Alta*,16902
IS_24567,2023-09-25,Daño estructural,Media,17980
IS_702301,2024/01/25,,Media,18113
IS_876422,2023-03-25,Vandalismo,Media,16848
IS_829048,2023-05-02,Daño estructural,Media,17975
IS_760203,2022-11-03,,Alta,18328
IS_558718,2023/04/08,Comportamiento inadecuado,Media,5241167
IS_535555,2022/12/08,Daño estructural,Media,17680
IS_368293,2024/07/17,Comportamiento inadecuado,Baja,52094
IS_730612,2023/06/04,,Media,5209994
IS_64653,2023/11/27,Robo,Baja_,18109
IS_275540,2023-07-11,Robo,Media,52141
IS_821202,2023/01/25,,Alta,5195568
IS_92790,2023/06/24,Vandalismo,Baja,52055
IS_263961,2023-02-15,Daño estructural,Alta,5219935
IS_851202,2023-11-17,Robo,Baja,17011
IS_483290,2024/05/03,Daño estructural,Media_,18514
IS_285319,2024-04-26,Robo,Alta,16895
IS_647210,2023-01-27,Robo,Alta,18588
IS_820336,2023/11/20,Vandalismo,Alta,8799540
IS_925980,2024/07/29,Daño estructural,Media,4996971
IS_683529,2022-12-08,Robo,Baja,3568166
IS_302620,2024/07/22,Daño estructural,Baja,18089
IS_641971,2023/12/03,Daño estructural,Alta,18161
IS_669928,2023-10-14,,Media,18275
IS_350348,2022/12/17,Daño estructural,Alta*,17574
IS_487937,2024/07/09,Daño estructural,Media,17492
IS_607811,2023-05-13,Comportamiento inadecuado,Alta,7613585
IS_980871,2024/09/25,Daño estructural,Media_,17270
IS_264738,2023-06-01,Comportamiento inadecuado,Media,18211
IS_819200,2023-12-16,,Media,16940
IS_801856,2024-01-24,Robo,Baja,3568168
IS_432793,2023/03/16,Robo,Media,52075
IS_787949,2024-02-01,Daño estructural,Baja,17602
IS_87267,2023-02-13,Robo,Alta,18065
IS_82112,2023-03-16,,Media,17556
IS_995278,2024/05/13,Comportamiento inadecuado,Baja,17539
IS_702344,2024/10/05,Comportamiento inadecuado,Alta,16692
IS_86039,2023/12/26,,Baja,17962
IS_714631,2022-10-31,Comportamiento inadecuado,Alta,18335
IS_20115,2024-07-31,Daño estructural,Baja,16670
IS_208385,2023/07/13,Comportamiento inadecuado,Media,16724
IS_79322,2023-10-29,Vandalismo,Baja,17774
IS_449155,2023/05/01,Robo,Media,3573331
IS_598750,2023-11-09,,Baja,5237119
IS_422212,2023/03/04,Daño estructural,Baja,18482
IS_597187,2024-04-30,Vandalismo,Media,17372
IS_47239,2023-03-27,Daño estructural,Baja,17093
IS_394508,2024/02/12,Daño estructural,Media,52129
IS_72120,2023/06/17,Robo,Baja,18091
IS_71747,2024-09-15,Daño estructural,Alta,52196
IS_473988,2024-05-06,Vandalismo,Media,16929
IS_850706,2024/03/11,Comportamiento inadecuado,Media,4737814
IS_636370,2024-04-15,Comportamiento inadecuado,Alta,18380
IS_592570,2023-02-23,Comportamiento inadecuado,Baja,17544
IS_175974,2024-06-23,Robo,Media,17884
IS_342565,2023/05/19,Daño estructural,Baja~,17502
IS_821487,2024/06/14,Daño estructural,Alta,18363
IS_980041,2023-06-05,,Media~,7126585
IS_601884,2022/11/13,Daño estructural,Baja*,18053
IS_790986,2023-05-12,Vandalismo,Media,18213
IS_112772,2024-05-27,Vandalismo,Media,17691
IS_987543,2022-11-05,Vandalismo,Media,4985928
IS_311796,2024/07/30,Daño estructural,Baja~,17604
IS_954176,2023-08-13,Vandalismo,Media,5240285
IS_284651,2023/07/17,Daño estructural,Alta,18068
IS_444599,2023-11-13,Comportamiento inadecuado,Alta,7107703
IS_170508,2023-10-30,Robo,Media,18192
IS_441812,2024-08-13,Robo,Alta,7168554
IS_402281,2023/03/28,Robo,Media,17755
IS_383263,2024/04/22,Vandalismo,Media,16790
IS_815529,2023-09-02,Comportamiento inadecuado,Baja,17858
IS_262906,2024-08-14,Vandalismo,Media,17666
IS_213090,2024/05/14,Vandalismo,Media,18009
IS_542083,2022-12-20,Robo,Alta_,17773
IS_432415,2023-12-23,Vandalismo,Media,7126590
IS_967313,2023/10/05,Daño estructural,Baja,17363
IS_932342,2023-07-04,Robo,Baja,17849
IS_954487,2023/01/24,Robo,Media,17035
IS_119319,2024/05/18,Vandalismo,Media,16739
