ID,FechaIntervencion,TipoIntervencion,EstadoPrevio,EstadoPosterior,JuegoID,IncidenciaID
MA_040018,2024-10-11,Preventivo,Operativo,Operativo,JG_109776,
MA_040019,,Preventivo,Operativo,Operativo,JG_810035,
MA_040020,2024-10-11,Preventivo,Operativo,Operativo,JG_637741,
MA_040021,,Preventivo,Operativo,Operativo,JG_431328,
MA_040022,2024-10-11,Preventivo,Operativo,Operativo,JG_727979,
MA_040023,2024-10-11,Preventivo,Operativo,Operativo,JG_196293,
MA_040024,10/11/2024,Preventivo,Operativo,Operativo,JG_486713,
MA_040025,2024-10-11,Preventivo,Operativo,Operativo,JG_479288,
MA_040026,2024-10-11,Preventivo,Operativo,Operativo,JG_722125,
MA_040027,2024-10-11,Preventivo,Operativo,,JG_206157,
MA_040028,2024-10-11,Preventivo,,Operativo,JG_370251,
MA_040029,2024-10-11,Preventivo,Operativo,Operativo,JG_907940,
MA_040030,2024-10-11,Prevetivo,Operativo,Operativo,JG_284059,
MA_040031,,Preventivo,Operativo,Operativo,JG_488078,
MA_040032,2024-10-11,Prevetivo,Operativo,Operativo,JG_180098,
MA_040033,2024-10-11,Prevetivo,Operativo,Operativo,JG_412149,
MA_040034,2024-10-11,Preventivo,Operativo,Operativo,JG_436394,
MA_040035,2024-10-11,Preventivo,,Operativo,JG_481887,
MA_040036,2024-10-11,Preventivo,Operativo,Operativo,JG_203138,
MA_040037,10/11/2024,Preventivo,Operativo,Operativo,JG_509548,
MA_040038,2024-10-11,Preventivo,Operativo,Operativo,JG_149647,
MA_040039,2024-10-11,Preventivo,Operativo,Operativo,JG_404959,
MA_040040,2024-10-11,Preventivo,Operativo,Operativo,JG_204959,
MA_040041,2024-10-11,Preventivo,Operativo,Operativo,JG_983632,
MA_040042,2024-10-11,Preventivo,Operativo,Operativo,JG_316610,
MA_040043,2024-10-11,Preventivo,Operativo,Operativo,JG_168678,
MA_040044,2024-10-11,Preventivo,Operativo,Operativo,JG_893985,
MA_040045,2024-10-11,Preventivo,Operativo,Operativo,JG_784979,
MA_040046,2024-10-11,Preventivo,Operativo,Operativo,JG_433093,
MA_040047,2024.10.11,Preventivo,Operativo,Operativo,JG_569533,
MA_040048,2024-10-11,Preventivo,Operativo,,JG_144398,
MA_040049,2024-10-11,Preventivo,Operativo,Operativo,JG_74337,
MA_040050,2024-10-11,Preventivo,Operativo,Operativo,JG_593848,
MA_040051,2024-10-11,Preventivo,Operativo,Operativo,JG_743555,
MA_040052,10/11/2024,Preventivo,Operativo,Operativo,JG_224581,
MA_040053,2024-10-11,Preventivo,Operativo,Operativo,JG_407254,
MA_040054,2024-10-11,Preventivo,Operativo,Operativo,JG_314991,
MA_040055,2024-10-11,Preventivo,Operativo,Operativo,JG_794196,
MA_040056,2024-10-11,Prevetivo,Operativo,Operativo,JG_192642,
MA_040057,10/11/2024,Preventivo,Operativo,Operativo,JG_43920,
MA_040058,2024-10-11,Preventivo,Operativo,Operativo,JG_533250,
MA_040059,2024-10-11,Preventivo,Operativo,Operativo,JG_772593,
MA_040060,2024-10-11,Preventivo,Operativo,Operativo,JG_238166,
MA_040061,2024-10-11,Preventivo,Operativo,Operativo,JG_65948,
MA_040062,2024-10-11,Preventivo,Operativo,Operativo,JG_333927,
MA_040063,2024-10-11,Prevetivo,Operativo,Operativo,JG_889996,
MA_040064,2024-10-11,Prevetivo,Operativo,Operativo,JG_839782,
MA_040065,2024-10-11,Preventivo,Operativo,Operativo,JG_47932,
MA_040066,2024-10-11,Prevetivo,Operativo,Operativo,JG_101618,
MA_040067,2024-10-11,Preventivo,Operativo,,JG_348726,
MA_040068,2024.10.11,Preventivo,Operativo,Operativo,JG_67955,
MA_040069,2024.10.11,Preventivo,Operativo,Operativo,JG_258099,
MA_040070,,Preventivo,Operativo,Operativo,JG_462518,
MA_040071,2024-10-11,Preventivo,Operativo,Operativo,JG_686497,
MA_040072,2024-10-11,Preventivo,Operativo,Operativo,JG_636439,
MA_040073,,Preventivo,Operativo,Operativo,JG_837271,
MA_040074,2024-10-11,Preventivo,Operativo,Operativo,JG_396502,
MA_040075,2024-10-11,Preventivo,Operativo,Operativo,JG_862370,
MA_040076,2024-10-11,Prevetivo,Operativo,Operativo,JG_968593,
MA_040077,,Preventivo,Operativo,Operativo,JG_849604,
MA_040078,2024-10-11,Preventivo,,Operativo,JG_235540,
MA_040079,2024-10-11,Preventivo,Operativo,,JG_43303,
MA_040080,2024-10-11,Prevetivo,Operativo,Operativo,JG_62659,
MA_040081,,Preventivo,Operativo,Operativo,JG_368948,
MA_040082,11-10-2024,Preventivo,Operativo,,JG_392130,
MA_040083,2024-10-11,Preventivo,,Operativo,JG_302844,
MA_040084,2024-10-11,Preventivo,Operativo,Operativo,JG_608298,
MA_040085,2024-10-11,Preventivo,Operativo,Operativo,JG_867996,
MA_040086,2024-10-11,Preventivo,Operativo,Operativo,JG_787694,
MA_040087,2024-10-11,Preventivo,Operativo,Operativo,JG_518576,
MA_040088,2024-10-11,Preventivo,Operativo,,JG_50678,
MA_040089,2024-10-11,Preventivo,Operativo,,JG_291632,
MA_040090,2024-10-11,Preventivo,,Operativo,JG_910306,
MA_040091,2024.10.11,Preventivo,Operativo,Operativo,JG_224986,
MA_040092,2024-10-11,Preventivo,Operativo,Operativo,JG_218051,
MA_040093,2024-10-11,Prevetivo,Operativo,Operativo,JG_121307,
MA_040094,2024-10-11,Preventivo,Operativo,,JG_32611,
MA_040095,2024-10-11,Preventivo,Operativo,Operativo,JG_239785,
MA_040096,,Preventivo,Operativo,Operativo,JG_790594,
MA_040097,2024-10-11,Preventivo,Operativo,Operativo,JG_558950,
MA_040098,2024-10-11,Preventivo,Operativo,Operativo,JG_234277,
MA_040099,2024-10-11,Preventivo,Operativo,Operativo,JG_242657,
MA_040100,2024-10-11,Preventivo,Operativo,Operativo,JG_704424,
MA_040101,2024-10-11,Preventivo,Operativo,Operativo,JG_627006,
MA_040102,2024-10-11,Preventivo,Operativo,Operativo,JG_306522,
MA_040103,10/11/2024,Prevetivo,Operativo,Operativo,JG_649763,
MA_040104,2024-10-11,Preventivo,Operativo,Operativo,JG_498572,
MA_040105,2024.10.11,Prevetivo,Operativo,Operativo,JG_848572,
MA_040106,2024-10-11,Preventivo,Operativo,Operativo,JG_662622,
MA_040107,2024-10-11,Preventivo,Operativo,Operativo,JG_277133,
MA_040108,2024-10-11,Preventivo,Operativo,Operativo,JG_249263,
MA_040109,11-10-2024,Prevetivo,Operativo,Operativo,JG_215172,
MA_040110,2024.10.11,Preventivo,Operativo,Operativo,JG_124508,
MA_040111,2024-10-11,Preventivo,Operativo,Operativo,JG_295374,
MA_040112,2024-10-11,Preventivo,Operativo,Operativo,JG_803933,
MA_040113,2024-10-11,Preventivo,Operativo,Operativo,JG_828577,
MA_040114,2024-10-11,Preventivo,Operativo,Operativo,JG_355864,
MA_040115,2024-10-11,Preventivo,Operativo,Operativo,JG_883260,
MA_040116,11-10-2024,Prevetivo,Operativo,Operativo,JG_19156,
MA_040117,,Preventivo,Operativo,Operativo,JG_621004,
MA_040118,2024-10-11,Preventivo,,Operativo,JG_184655,
MA_040119,2024-10-11,Preventivo,Operativo,Operativo,JG_679845,
MA_040120,2024-10-11,Preventivo,Operativo,Operativo,JG_689490,
MA_040121,2024-10-11,Preventivo,Operativo,Operativo,JG_11513,
MA_040122,2024-10-11,Preventivo,,Operativo,JG_944121,
MA_040123,10/11/2024,Preventivo,Operativo,Operativo,JG_690665,
MA_040124,2024-10-11,Preventivo,Operativo,Operativo,JG_717942,
MA_040125,2024-10-11,Preventivo,Operativo,Operativo,JG_404335,
MA_040126,2024-10-11,Preventivo,Operativo,Operativo,JG_561498,
MA_040127,2024-10-11,Preventivo,Operativo,Operativo,JG_621342,
MA_040128,2024-10-11,Preventivo,Operativo,Operativo,JG_450212,
MA_040129,2024-10-11,Preventivo,Operativo,Operativo,JG_485984,
MA_040130,2024-10-11,Preventivo,,Operativo,JG_860883,
MA_040131,2024-10-11,Preventivo,Operativo,Operativo,JG_510330,
MA_040132,2024-10-11,Preventivo,Operativo,Operativo,JG_31756,
MA_040133,2024-10-11,Preventivo,,Operativo,JG_701660,
MA_040134,2024-10-11,Preventivo,Operativo,Operativo,JG_122733,
MA_040135,2024-10-11,Preventivo,Operativo,Operativo,JG_463526,
MA_040136,2024.10.11,Preventivo,Operativo,Operativo,JG_313994,
MA_040137,,Preventivo,Operativo,Operativo,JG_793536,
MA_040138,2024-10-11,Preventivo,Operativo,Operativo,JG_986363,
MA_040139,2024-10-11,Preventivo,Operativo,Operativo,JG_147782,
MA_040140,2024-10-11,Preventivo,Operativo,Operativo,JG_174538,
MA_040141,2024-10-11,Preventivo,Operativo,Operativo,JG_108085,
MA_040142,2024-10-11,Preventivo,Operativo,Operativo,JG_667152,
MA_040143,,Preventivo,Operativo,Operativo,JG_766645,
MA_040144,,Preventivo,Operativo,Operativo,JG_566242,
MA_040145,2024-10-11,Prevetivo,Operativo,Operativo,JG_381800,
MA_040146,2024-10-11,Preventivo,Operativo,Operativo,JG_115922,
MA_040147,2024-10-11,Preventivo,Operativo,Operativo,JG_948811,
MA_040148,2024-10-11,Preventivo,,Operativo,JG_578410,
MA_040149,2024-10-11,Preventivo,Operativo,Operativo,JG_575952,
MA_040150,2024-10-11,Preventivo,Operativo,Operativo,JG_324940,
MA_040151,10/11/2024,Preventivo,Operativo,Operativo,JG_736184,
MA_040152,2024-10-11,Preventivo,Operativo,Operativo,JG_731575,
MA_040153,2024-10-11,Preventivo,Operativo,Operativo,JG_791105,
MA_040154,2024-10-11,Preventivo,,Operativo,JG_623691,
MA_040155,2024-10-11,Preventivo,Operativo,Operativo,JG_383490,
MA_040156,2024-10-11,Preventivo,Operativo,Operativo,JG_892371,
MA_040157,2024-10-11,Preventivo,Operativo,Operativo,JG_43705,
MA_040158,,Preventivo,Operativo,Operativo,JG_988585,
MA_040159,11-10-2024,Preventivo,Operativo,Operativo,JG_999492,
MA_040160,,Preventivo,Operativo,Operativo,JG_52607,
MA_040161,2024-10-11,Preventivo,Operativo,Operativo,JG_315720,
MA_040162,,Preventivo,Operativo,Operativo,JG_879833,
MA_040163,,Preventivo,,Operativo,JG_648802,
MA_040164,2024.10.11,Preventivo,Operativo,Operativo,JG_517299,
MA_040165,11-10-2024,Prevetivo,Operativo,Operativo,JG_536714,
MA_040166,10/11/2024,Preventivo,Operativo,Operativo,JG_854707,
MA_040167,,Preventivo,Operativo,Operativo,JG_762345,
MA_040168,2024.10.11,Preventivo,Operativo,Operativo,JG_414297,
MA_040169,2024-10-11,Prevetivo,Operativo,Operativo,JG_549495,
MA_040170,2024-10-11,Preventivo,Operativo,Operativo,JG_214193,
MA_040171,2024-10-11,Preventivo,Operativo,Operativo,JG_299766,
MA_040172,11-10-2024,Preventivo,,Operativo,JG_6339,
MA_040173,2024-10-11,Preventivo,Operativo,,JG_178671,
MA_040174,2024-10-11,Preventivo,Operativo,Operativo,JG_251491,
MA_040175,2024-10-11,Preventivo,Operativo,,JG_632243,
MA_040176,2024-10-11,Preventivo,Operativo,,JG_338751,
MA_040177,2024-10-11,Preventivo,,Operativo,JG_369535,
MA_040178,2024-10-11,Preventivo,Operativo,Operativo,JG_800087,
MA_040179,,Prevetivo,Operativo,Operativo,JG_575726,
MA_040180,2024-10-11,Preventivo,Operativo,Operativo,JG_404144,
MA_040181,2024-10-11,Preventivo,Operativo,Operativo,JG_625503,
MA_040182,,Preventivo,Operativo,Operativo,JG_720838,
MA_040183,2024-10-11,Preventivo,,Operativo,JG_937653,
MA_040184,2024-10-11,Preventivo,Operativo,Operativo,JG_867565,
MA_040185,2024-10-11,Preventivo,Operativo,Operativo,JG_142621,
MA_040186,2024-10-11,Preventivo,Operativo,,JG_968263,
MA_040187,2024-10-11,Preventivo,Operativo,Operativo,JG_651615,
MA_040188,2024-10-11,Preventivo,Operativo,Operativo,JG_9915,
MA_040189,2024-10-11,Preventivo,Operativo,Operativo,JG_890780,
MA_040190,,Preventivo,Operativo,Operativo,JG_170386,
MA_040191,2024-10-11,Preventivo,Operativo,Operativo,JG_905847,
MA_040192,2024-10-11,Prevetivo,Operativo,Operativo,JG_404167,
MA_040193,2024-10-11,Preventivo,Operativo,Operativo,JG_950675,
MA_040194,2024-10-11,Preventivo,Operativo,,JG_946158,
MA_040195,2024-10-11,Preventivo,,Operativo,JG_837096,
MA_040196,2024-10-11,Preventivo,Operativo,Operativo,JG_452048,
MA_040197,2024-10-11,Preventivo,,Operativo,JG_795883,
MA_040198,2024-10-11,Preventivo,Operativo,Operativo,JG_411592,
MA_040199,2024-10-11,Preventivo,Operativo,Operativo,JG_222104,
MA_040200,11-10-2024,Preventivo,Operativo,Operativo,JG_628570,
MA_040201,2024-10-11,Preventivo,Operativo,,JG_776302,
MA_040202,2024-10-11,Preventivo,Operativo,Operativo,JG_616508,
MA_040203,2024-10-11,Preventivo,Operativo,Operativo,JG_459232,
MA_040204,2024-10-11,Preventivo,Operativo,,JG_643645,
MA_040205,2024-10-11,Preventivo,Operativo,Operativo,JG_322028,
MA_040206,2024-10-11,Preventivo,Operativo,Operativo,JG_711634,
MA_040207,2024-10-11,Preventivo,Operativo,Operativo,JG_984961,
MA_040208,2024-10-11,Preventivo,Operativo,Operativo,JG_99529,
MA_040209,2024-10-11,Preventivo,Operativo,Operativo,JG_588237,
MA_040210,2024-10-11,Preventivo,,Operativo,JG_746580,
MA_040211,2024-10-11,Preventivo,Operativo,Operativo,JG_82372,
MA_040212,2024-10-11,Preventivo,Operativo,Operativo,JG_568469,
MA_040213,2024-10-11,Preventivo,,Operativo,JG_101683,
MA_040214,2024-10-11,Preventivo,Operativo,Operativo,JG_762761,
MA_040215,2024-10-11,Preventivo,Operativo,Operativo,JG_148222,
MA_040216,2024-10-11,Preventivo,Operativo,Operativo,JG_386145,
MA_040217,2024-10-11,Preventivo,Operativo,Operativo,JG_417076,
MA_040218,2024-10-11,Preventivo,Operativo,Operativo,JG_171686,
MA_040219,2024.10.11,Preventivo,Operativo,Operativo,JG_304869,
MA_040220,2024-10-11,Prevetivo,Operativo,Operativo,JG_247441,
MA_040221,2024-10-11,Preventivo,Operativo,Operativo,JG_281195,
MA_040222,11-10-2024,Preventivo,Operativo,Operativo,JG_515548,
MA_040223,10/11/2024,Prevetivo,Operativo,Operativo,JG_119267,
MA_040224,2024-10-11,Preventivo,Operativo,Operativo,JG_617606,
MA_040225,10/11/2024,Preventivo,Operativo,Operativo,JG_923541,
MA_040226,2024-10-11,Preventivo,Operativo,Operativo,JG_526607,
MA_040227,2024-10-11,Preventivo,Operativo,Operativo,JG_136887,
MA_040228,2024-10-11,Prevetivo,,Operativo,JG_235752,
MA_040229,,Preventivo,Operativo,Operativo,JG_690556,
MA_040230,2024-10-11,Preventivo,Operativo,Operativo,JG_861452,
MA_040231,2024-10-11,Preventivo,Operativo,Operativo,JG_107183,
MA_040232,2024-10-11,Preventivo,Operativo,,JG_819265,
MA_040233,2024-10-11,Preventivo,Operativo,Operativo,JG_369954,
MA_040234,2024-10-11,Preventivo,Operativo,Operativo,JG_96981,
MA_040235,2024-10-11,Preventivo,Operativo,Operativo,JG_14038,
MA_040236,2024-10-11,Preventivo,Operativo,Operativo,JG_192222,
MA_040237,,Preventivo,Operativo,Operativo,JG_823043,
MA_040238,2024-10-11,Preventivo,Operativo,Operativo,JG_766550,
MA_040239,2024-10-11,Preventivo,,Operativo,JG_26844,
MA_040240,2024-10-11,Preventivo,Operativo,Operativo,JG_807151,
MA_040241,2024-10-11,Preventivo,Operativo,Operativo,JG_55182,
MA_040242,2024-10-11,Preventivo,Operativo,Operativo,JG_740351,
MA_040243,11-10-2024,Preventivo,Operativo,Operativo,JG_590641,
MA_040244,2024-10-11,Preventivo,,,JG_488912,
MA_040245,2024-10-11,Preventivo,Operativo,Operativo,JG_588694,
MA_040246,2024-10-11,Preventivo,,,JG_714967,
MA_040247,2024-10-11,Preventivo,Operativo,Operativo,JG_244705,
MA_040248,2024.10.11,Preventivo,Operativo,Operativo,JG_620013,
MA_040249,2024-10-11,Preventivo,Operativo,Operativo,JG_126938,
MA_040250,2024-10-11,Preventivo,,Operativo,JG_762147,
MA_040251,2024-10-11,Preventivo,Operativo,Operativo,JG_166095,
MA_040252,2024-10-11,Preventivo,Operativo,Operativo,JG_31471,
MA_040253,2024-10-11,Preventivo,Operativo,Operativo,JG_686368,
MA_040254,2024-10-11,Prevetivo,Operativo,Operativo,JG_235532,
MA_040255,,Preventivo,Operativo,Operativo,JG_375660,
MA_040256,2024-10-11,Prevetivo,Operativo,,JG_487916,
MA_040257,2024-10-11,Preventivo,,Operativo,JG_380408,
MA_040258,2024-10-11,Preventivo,Operativo,Operativo,JG_401657,
MA_040259,11-10-2024,Preventivo,,Operativo,JG_894097,
MA_040260,2024-10-11,Preventivo,,Operativo,JG_807850,
MA_040261,2024-10-11,Preventivo,,Operativo,JG_232134,
MA_040262,2024-10-11,Prevetivo,Operativo,Operativo,JG_644283,
MA_040263,2024-10-11,Preventivo,Operativo,Operativo,JG_85414,
MA_040264,2024-10-11,Preventivo,Operativo,,JG_863648,
MA_040265,2024.10.11,Preventivo,Operativo,,JG_100070,
MA_040266,2024-10-11,Preventivo,Operativo,Operativo,JG_434285,
MA_040267,2024-10-11,Preventivo,Operativo,Operativo,JG_815529,
MA_040268,2024-10-11,Preventivo,Operativo,Operativo,JG_953111,
MA_040269,2024-10-11,Preventivo,Operativo,Operativo,JG_543138,
MA_040270,2024-10-11,Preventivo,Operativo,Operativo,JG_884668,
MA_040271,11-10-2024,Preventivo,Operativo,Operativo,JG_653616,
MA_040272,2024-10-11,Preventivo,Operativo,,JG_605214,
MA_040273,11-10-2024,Preventivo,Operativo,Operativo,JG_689145,
MA_040274,2024-10-11,Preventivo,Operativo,Operativo,JG_265778,
MA_040275,10/11/2024,Preventivo,Operativo,Operativo,JG_894282,
MA_040276,2024.10.11,Preventivo,Operativo,Operativo,JG_739843,
MA_040277,2024-10-11,Preventivo,Operativo,,JG_190500,
MA_040278,2024-10-11,Preventivo,Operativo,Operativo,JG_862534,
MA_040279,2024-10-11,Preventivo,Operativo,Operativo,JG_53282,
MA_040280,2024-10-11,Preventivo,Operativo,Operativo,JG_166697,
MA_040281,2024-10-11,Preventivo,Operativo,,JG_914148,
MA_040282,2024-10-11,Preventivo,,Operativo,JG_860059,
MA_040283,2024-10-11,Preventivo,Operativo,Operativo,JG_745956,
MA_040284,2024-10-11,Preventivo,Operativo,Operativo,JG_158042,
MA_040285,2024-10-11,Preventivo,Operativo,Operativo,JG_851604,
MA_040286,2024-10-11,Preventivo,Operativo,Operativo,JG_293753,
MA_040287,2024-10-11,Prevetivo,Operativo,Operativo,JG_352246,
MA_040288,2024-10-11,Preventivo,Operativo,Operativo,JG_420267,
MA_040289,11-10-2024,Preventivo,Operativo,Operativo,JG_11751,
MA_040290,2024-10-11,Preventivo,Operativo,Operativo,JG_627975,
MA_040291,2024-10-11,Preventivo,Operativo,Operativo,JG_860159,
MA_040292,2024-10-11,Prevetivo,Operativo,Operativo,JG_978363,
MA_040293,2024-10-11,Preventivo,Operativo,Operativo,JG_252491,
MA_040294,2024-10-11,Preventivo,,Operativo,JG_698425,
MA_040295,2024-10-11,Preventivo,Operativo,Operativo,JG_927049,
MA_040296,2024-10-11,Prevetivo,,Operativo,JG_134761,
MA_040297,,Preventivo,Operativo,Operativo,JG_816701,
MA_040298,2024-10-11,Preventivo,Operativo,Operativo,JG_240258,
MA_040299,2024-10-11,Preventivo,Operativo,Operativo,JG_602720,
MA_040300,2024-10-11,Preventivo,,Operativo,JG_697374,
MA_040301,2024.10.11,Preventivo,Operativo,Operativo,JG_900432,
MA_040302,2024-10-11,Preventivo,Operativo,Operativo,JG_465478,
MA_040303,2024-10-11,Preventivo,Operativo,Operativo,JG_508062,
MA_040304,,Preventivo,Operativo,Operativo,JG_329441,
MA_040305,2024-10-11,Preventivo,Operativo,Operativo,JG_79413,
MA_040306,2024-10-11,Preventivo,Operativo,Operativo,JG_429937,
MA_040307,2024-10-11,Preventivo,Operativo,Operativo,JG_622888,
MA_040308,,Preventivo,Operativo,Operativo,JG_332293,
MA_040309,2024.10.11,Preventivo,Operativo,Operativo,JG_747953,
MA_040310,2024-10-11,Preventivo,Operativo,Operativo,JG_67011,
MA_040311,2024-10-11,Preventivo,Operativo,Operativo,JG_326401,
MA_040312,,Preventivo,Operativo,Operativo,JG_504534,
MA_040313,2024-10-11,Preventivo,Operativo,Operativo,JG_435928,
MA_040314,2024-10-11,Preventivo,Operativo,Operativo,JG_883043,
MA_040315,2024-10-11,Prevetivo,Operativo,Operativo,JG_867385,
MA_040316,10/11/2024,Preventivo,Operativo,Operativo,JG_385411,
MA_040317,2024.10.11,Preventivo,Operativo,,JG_932479,
MA_040318,11-10-2024,Preventivo,Operativo,Operativo,JG_995749,
MA_040319,2024-10-11,Preventivo,Operativo,Operativo,JG_35045,
MA_040320,2024-10-11,Preventivo,Operativo,,JG_420302,
MA_040321,2024-10-11,Preventivo,Operativo,Operativo,JG_916716,
MA_040322,2024-10-11,Preventivo,Operativo,Operativo,JG_791841,
MA_040323,2024-10-11,Prevetivo,Operativo,Operativo,JG_885109,
MA_040324,2024-10-11,Preventivo,Operativo,Operativo,JG_813852,
MA_040325,2024-10-11,Preventivo,Operativo,Operativo,JG_46942,
MA_040326,2024-10-11,Preventivo,Operativo,Operativo,JG_457875,
MA_040327,2024-10-11,Preventivo,Operativo,Operativo,JG_137784,
MA_040328,2024-10-11,Preventivo,Operativo,,JG_127103,
MA_040329,2024.10.11,Preventivo,Operativo,Operativo,JG_30044,
MA_040330,2024-10-11,Preventivo,Operativo,Operativo,JG_143826,
MA_040331,2024-10-11,Preventivo,Operativo,,JG_156813,
MA_040332,2024-10-11,Preventivo,,Operativo,JG_795609,
MA_040333,2024-10-11,Preventivo,Operativo,Operativo,JG_263199,
MA_040334,2024-10-11,Preventivo,Operativo,Operativo,JG_934935,
MA_040335,2024-10-11,Preventivo,Operativo,Operativo,JG_257861,
MA_040336,,Preventivo,Operativo,Operativo,JG_458595,
MA_040337,2024-10-11,Preventivo,Operativo,Operativo,JG_329126,
MA_040338,2024-10-11,Preventivo,Operativo,Operativo,JG_521347,
MA_040339,2024-10-11,Prevetivo,Operativo,Operativo,JG_957460,
MA_040340,2024-10-11,Prevetivo,Operativo,Operativo,JG_83724,
MA_040341,2024-10-11,Preventivo,Operativo,,JG_545069,
MA_040342,2024-10-11,Preventivo,Operativo,Operativo,JG_324386,
MA_040343,2024.10.11,Preventivo,Operativo,Operativo,JG_13879,
MA_040344,2024-10-11,Prevetivo,Operativo,Operativo,JG_860498,
MA_040345,,Preventivo,Operativo,Operativo,JG_719621,
MA_040346,2024.10.11,Preventivo,,Operativo,JG_433968,
MA_040347,2024-10-11,Preventivo,Operativo,Operativo,JG_139704,
MA_040348,2024-10-11,Preventivo,Operativo,Operativo,JG_454269,
MA_040349,2024-10-11,Preventivo,Operativo,Operativo,JG_713881,
MA_040350,2024-10-11,Preventivo,Operativo,Operativo,JG_317938,
MA_040351,2024-10-11,Preventivo,Operativo,Operativo,JG_203903,
MA_040352,2024-10-11,Preventivo,Operativo,Operativo,JG_442494,
MA_040353,2024-10-11,Preventivo,,Operativo,JG_408744,
MA_040354,2024-10-11,Preventivo,Operativo,Operativo,JG_262937,
MA_040355,2024-10-11,Preventivo,Operativo,Operativo,JG_754732,
MA_040356,2024-10-11,Preventivo,Operativo,Operativo,JG_578982,
MA_040357,2024-10-11,Preventivo,Operativo,Operativo,JG_987167,
MA_040358,2024-10-11,Preventivo,Operativo,Operativo,JG_604668,
MA_040359,2024-10-11,Preventivo,Operativo,Operativo,JG_77232,
MA_040360,2024-10-11,Preventivo,Operativo,Operativo,JG_918269,
MA_040361,2024-10-11,Prevetivo,Operativo,Operativo,JG_33530,
MA_040362,,Preventivo,Operativo,,JG_259648,
MA_040363,2024-10-11,Preventivo,,Operativo,JG_836141,
MA_040364,,Prevetivo,Operativo,,JG_774571,
MA_040365,2024-10-11,Preventivo,Operativo,Operativo,JG_237845,
MA_040366,2024-10-11,Prevetivo,Operativo,Operativo,JG_286892,
MA_040367,2024-10-11,Preventivo,Operativo,Operativo,JG_94575,
MA_040368,2024-10-11,Preventivo,,Operativo,JG_680563,
MA_040369,2024-10-11,Preventivo,Operativo,Operativo,JG_642847,
MA_040370,2024-10-11,Preventivo,Operativo,Operativo,JG_659240,
MA_040371,2024-10-11,Preventivo,Operativo,Operativo,JG_135186,
MA_040372,2024.10.11,Preventivo,,Operativo,JG_714708,
MA_040373,2024-10-11,Preventivo,Operativo,Operativo,JG_466548,
MA_040374,2024-10-11,Preventivo,Operativo,Operativo,JG_240247,
MA_040375,2024-10-11,Preventivo,Operativo,Operativo,JG_806179,
MA_040376,2024-10-11,Prevetivo,Operativo,Operativo,JG_192499,
MA_040377,2024-10-11,Preventivo,Operativo,Operativo,JG_259863,
MA_040378,10/11/2024,Preventivo,,Operativo,JG_976067,
MA_040379,2024-10-11,Prevetivo,Operativo,Operativo,JG_931207,
MA_040380,2024-10-11,Preventivo,Operativo,Operativo,JG_106592,
MA_040381,2024-10-11,Preventivo,Operativo,Operativo,JG_492816,
MA_040382,2024-10-11,Preventivo,Operativo,Operativo,JG_287379,
MA_040383,2024-10-11,Preventivo,,Operativo,JG_519117,
MA_040384,11-10-2024,Preventivo,Operativo,Operativo,JG_893257,
MA_040385,2024-10-11,Preventivo,Operativo,Operativo,JG_768721,
MA_040386,2024-10-11,Preventivo,Operativo,Operativo,JG_521403,
MA_040387,2024-10-11,Preventivo,Operativo,Operativo,JG_940834,
MA_040388,2024-10-11,Prevetivo,Operativo,Operativo,JG_217383,
MA_040389,10/11/2024,Preventivo,Operativo,Operativo,JG_751897,
MA_040390,2024-10-11,Preventivo,Operativo,Operativo,JG_563211,
MA_040391,2024-10-11,Preventivo,Operativo,,JG_210858,
MA_040392,,Preventivo,Operativo,Operativo,JG_686375,
MA_040393,2024-10-11,Preventivo,Operativo,Operativo,JG_108054,
MA_040394,,Preventivo,Operativo,Operativo,JG_486293,
MA_040395,2024-10-11,Preventivo,Operativo,Operativo,JG_774231,
MA_040396,2024-10-11,Preventivo,Operativo,Operativo,JG_389602,
MA_040397,10/11/2024,Preventivo,Operativo,Operativo,JG_612222,
MA_040398,2024-10-11,Preventivo,Operativo,Operativo,JG_462231,
MA_040399,2024-10-11,Preventivo,Operativo,Operativo,JG_536066,
MA_040400,2024-10-11,Preventivo,Operativo,Operativo,JG_279134,
MA_040401,2024-10-11,Preventivo,,Operativo,JG_462937,
MA_040402,2024-10-11,Preventivo,Operativo,Operativo,JG_326329,
MA_040403,2024-10-11,Prevetivo,Operativo,Operativo,JG_674770,
MA_040404,2024-10-11,Preventivo,Operativo,,JG_368776,
MA_040405,2024-10-11,Preventivo,,Operativo,JG_125154,
MA_040406,2024-10-11,Prevetivo,Operativo,Operativo,JG_368850,
MA_040407,2024-10-11,Preventivo,Operativo,Operativo,JG_864074,
MA_040408,2024-10-11,Preventivo,Operativo,Operativo,JG_427354,
MA_040409,2024-10-11,Preventivo,Operativo,Operativo,JG_96918,
MA_040410,2024-10-11,Preventivo,Operativo,Operativo,JG_279577,
MA_040411,2024-10-11,Preventivo,,Operativo,JG_640138,
MA_040412,,Preventivo,,Operativo,JG_621032,
MA_040413,2024-10-11,Preventivo,Operativo,Operativo,JG_843973,
MA_040414,11-10-2024,Preventivo,Operativo,,JG_487285,
MA_040415,2024-10-11,Preventivo,Operativo,Operativo,JG_81978,
MA_040416,2024-10-11,Preventivo,Operativo,Operativo,JG_720932,
MA_040417,2024-10-11,Prevetivo,Operativo,Operativo,JG_6648,
