ID,TipoIncidencia,FechaReporte,Estado,JuegoID,UsuarioID,MantenimientoID
INC_891383,Limpieza requerida,2024-05-18,En progreso,JG_55264,U10071,
INC_189164,Limpieza requerida,2024-01-18,Abierta,3574066,U10123,"['MA_772594', 'MA_500814', 'MA_335617', 'MA_331164', 'MA_741168', 'MA_662012', 'MA_787913', 'MA_72239', 'MA_249803', 'MA_647869']"
INC_623310,Limpieza requerida,2024-04-15,Cerrada,JG_679134,U10416,
INC_466788,Fallo técnico,2023-02-02,Cerrada,JG_367479,U10299,
INC_396255,Daño menor,2023-02-19,Cerrada,JG_624397,U10271,
INC_436448,Fallo técnico,2023-10-09,En progreso,59076,U10421,"['MA_677476', 'MA_124957', 'MA_520383', 'MA_693775', 'MA_230508']"
INC_700313,Daño mayor,2024-03-04,Abierta,20300,U10424,"['MA_873110', 'MA_465061', 'MA_919642', 'MA_238284', 'MA_627016']"
INC_97328,Daño menor,05/16/2024,En progreso,JG_277480,U10486,
INC_831815,Daño menor,2023-08-31,Abierta,JG_492123,U10385,
INC_161762,Daño mayor,2024-04-26,En progreso,9397756,U10306,"['MA_868430', 'MA_285966', 'MA_850484', 'MA_492379', 'MA_193082', 'MA_875774', 'MA_625227', 'MA_934973', 'MA_386151', 'MA_435634', 'MA_521854', 'MA_879881']"
INC_81563,Fallo técnico,,Abierta,JG_338018,U10167,
INC_460185,Daño mayor,2023-03-27,Abierta,JG_205392,U10067,
INC_852036,Limpieza requerida,2023-02-08,Cerrada,JG_546928,U10189,
INC_67267,Daño menor,2024-09-30,Cerrada,JG_184264,U10283,
INC_593715,Limpieza requerida,2023-01-23,En progreso,JG_918034,U10478,
INC_998151,Daño mayor,2023-01-31,En progreso,JG_526098,U10416,
INC_418406,Fallo técnico,2024-10-09,,JG_114805,U10385,
INC_957555,Daño mayor,2022-10-20,En progreso,7889437,U10345,"['MA_181916', 'MA_209073', 'MA_424987', 'MA_565912', 'MA_490671', 'MA_725915']"
INC_269234,Daño menor,07/24/2024,Cerrada,21850,U10109,"['MA_567098', 'MA_599777', 'MA_4602', 'MA_23811', 'MA_736045', 'MA_625895']"
INC_108339,Limpieza requerida,09-09-2023,En progreso,JG_356829,U10150,
INC_526448,Fallo técnico,10/08/2024,,JG_568128,U10320,
INC_892213,Daño mayor,2023-11-20,Cerrada,3567549,U10400,"['MA_884014', 'MA_330563', 'MA_599868', 'MA_822490', 'MA_160802', 'MA_41740', 'MA_890437', 'MA_454016', 'MA_147500']"
INC_526186,Limpieza requerida,,En progreso,JG_186559,U10007,
INC_864633,Limpieza requerida,16-09-2023,Abierta,JG_94134,U10460,
INC_309636,Daño menor,2023-12-26,Cerrada,JG_697817,U10118,
INC_457942,Fallo técnico,2023-10-20,,7125617,U10015,"['MA_115666', 'MA_213079', 'MA_478153', 'MA_142280', 'MA_119062', 'MA_424305', 'MA_138900', 'MA_906765', 'MA_102438', 'MA_128708', 'MA_890112', 'MA_733673', 'MA_63688', 'MA_383319', 'MA_291174', 'MA_674664']"
INC_349386,,2022-12-21,Abierta,JG_930388,U10014,
INC_858145,Daño menor,2023-09-03,Cerrada,JG_160742,U10067,
INC_274329,,2023-11-27,En progreso,9446273,U10213,"['MA_567344', 'MA_208327', 'MA_819051', 'MA_158656', 'MA_510066', 'MA_247616', 'MA_851686']"
INC_363496,Limpieza requerida,2024.03.03,,JG_442829,U10256,
INC_214228,Daño menor,07/30/2023,Cerrada,JG_360558,U10243,
INC_505714,Daño mayor,2024-08-04,Cerrada,JG_144562,U10360,
INC_247110,Limpieza requerida,2024-08-05,Cerrada,32500,U10266,"['MA_978352', 'MA_233044']"
INC_564140,Fallo técnico,2022-10-17,En progreso,JG_226415,U10255,
INC_278753,Daño mayor,2024-09-28,En progreso,JG_642536,U10467,
INC_539843,Dañoo mayor,2024-08-18,En progreso,JG_960957,U10313,
INC_823888,Fallo técnico,2023-01-27,En progreso,JG_98816,U10200,
INC_929128,Fallo técnico,2024-07-17,Cerrada,5492868,U10336,"['MA_830838', 'MA_973971', 'MA_664930', 'MA_914787', 'MA_677228', 'MA_252990', 'MA_225712', 'MA_860048', 'MA_635689']"
INC_871114,Fallo técnico,,Abierta,JG_56518,U10268,
INC_467727,,2023-08-17,Abierta,JG_672695,U10203,
INC_468037,Daño menor,2024-06-12,,59887,U10042,"['MA_380555', 'MA_448278', 'MA_365904', 'MA_869010', 'MA_939080', 'MA_471852', 'MA_105134', 'MA_472049', 'MA_27510', 'MA_200374', 'MA_891480']"
INC_674517,,2022-10-26,En progreso,JG_302702,U10315,
INC_87044,Fallo tecncio,2023-01-10,En progreso,21871,U10017,"['MA_820372', 'MA_543128', 'MA_986832', 'MA_931539', 'MA_542469', 'MA_865859', 'MA_688094', 'MA_187712', 'MA_219794', 'MA_567244']"
INC_423242,,2024-07-19,Abierta,JG_642452,U10269,
INC_637068,Fallo técnico,2023-03-30,En progreso,32864,U10394,"['MA_566880', 'MA_500314', 'MA_648408', 'MA_233256', 'MA_541583', 'MA_582819', 'MA_113344', 'MA_934010', 'MA_615607', 'MA_314998', 'MA_894163', 'MA_968634']"
INC_462312,,2023-10-02,En progreso,JG_534679,U10325,
INC_159588,Daño menor,2024-01-02,Abierta,58698,U10290,"['MA_57531', 'MA_825675', 'MA_816652', 'MA_520233', 'MA_751100', 'MA_630783', 'MA_148987']"
INC_493501,Fallo técnico,2023-05-24,En progreso,JG_978935,U10384,
INC_486200,Fallo técnico,2024-07-10,Abierta,59550,U10006,['MA_561543']
INC_16364,Limpieza requerida,2022-11-18,Cerrada,JG_334019,U10089,
INC_570206,Limpieza requerida,,Abierta,5158975,U10105,"['MA_285344', 'MA_743026', 'MA_455279', 'MA_251066', 'MA_732618', 'MA_101291', 'MA_564130', 'MA_201300', 'MA_118683', 'MA_400820', 'MA_877492', 'MA_518505', 'MA_142889', 'MA_417433', 'MA_742193', 'MA_672753', 'MA_67589', 'MA_220014']"
INC_623662,,2023-12-09,Cerrada,JG_585866,U10115,
INC_946697,Limpieza requerida,2023-07-21,,JG_239265,U10166,
INC_864786,Daño mayor,2023-05-23,Cerrada,JG_834908,U10235,
INC_531369,Daño menor,05/25/2023,,5158880,U10352,"['MA_531147', 'MA_4225', 'MA_966634', 'MA_119395', 'MA_392278', 'MA_111076', 'MA_279019', 'MA_686318', 'MA_256570', 'MA_394106', 'MA_878861', 'MA_206413', 'MA_778598', 'MA_620507', 'MA_246772', 'MA_111338', 'MA_553531', 'MA_639700']"
INC_573793,Fallo tecncio,2023-08-20,Abierta,4730912,U10154,"['MA_549585', 'MA_396595', 'MA_719047', 'MA_949535', 'MA_956929', 'MA_870696', 'MA_279779', 'MA_351168', 'MA_994623']"
INC_942662,Daño menor,2022-10-11,Abierta,34113,U10250,"['MA_508487', 'MA_222739', 'MA_984096', 'MA_743229', 'MA_146775', 'MA_584012', 'MA_821380', 'MA_513729', 'MA_531406', 'MA_958571']"
INC_745356,Fallo técnico,2022.11.14,Cerrada,9260077,U10115,"['MA_210399', 'MA_282451', 'MA_541408', 'MA_952503', 'MA_690384', 'MA_128585', 'MA_463423', 'MA_708781', 'MA_95704']"
INC_295524,Limpieza requerida,2022-12-29,En progreso,JG_967563,U10407,
INC_253668,Daño mayor,2024-05-03,Cerrada,JG_237049,U10484,
INC_704271,Limpieza requerida,2024.02.08,Cerrada,JG_580611,U10220,
INC_892450,Fallo técnico,2023-08-22,En progreso,JG_549314,U10228,
INC_899934,Daño mayor,09/24/2024,Cerrada,JG_755816,U10463,
INC_314794,Daño mayor,2024-01-02,En progreso,9295771,U10362,"['MA_785696', 'MA_831974', 'MA_451257', 'MA_994173', 'MA_48125']"
INC_697296,Daño mayor,2023-02-12,Cerrada,7896544,U10361,"['MA_457565', 'MA_642904', 'MA_274077', 'MA_172218', 'MA_658019', 'MA_607944', 'MA_925581', 'MA_176200']"
INC_733087,Daño mayor,2023-08-30,Abierta,JG_436231,U10252,
INC_934040,Daño mayor,2022-11-07,Abierta,JG_635238,U10264,
INC_218916,Daño menor,19-03-2023,,59920,U10131,"['MA_676650', 'MA_277377', 'MA_871454', 'MA_454468', 'MA_874945', 'MA_323795', 'MA_66301']"
INC_487267,Daño mayor,2024-08-23,En progreso,JG_243747,U10179,
INC_861421,Limpieza requerida,2022-11-28,Abierta,3568595,U10350,"['MA_496931', 'MA_62635', 'MA_397866', 'MA_45247', 'MA_499641']"
INC_226280,Daño mayor,21-06-2024,Abierta,JG_677087,U10423,
INC_98022,Daño mayor,26-05-2024,,5599572,U10082,"['MA_278662', 'MA_224408', 'MA_508260', 'MA_265680', 'MA_309272', 'MA_905653', 'MA_181718', 'MA_714672', 'MA_688649']"
INC_416201,,2023-01-27,Cerrada,JG_276349,U10110,
INC_960084,Daño mayor,2024-07-11,Abierta,3581482,U10247,"['MA_83268', 'MA_101619', 'MA_622493', 'MA_257724', 'MA_604169', 'MA_288543', 'MA_308537', 'MA_800318', 'MA_18660', 'MA_115788']"
INC_844671,Limpieza requerida,29-08-2024,Abierta,JG_940042,U10286,
INC_193124,Limpieza requerida,2023-05-20,,20123,U10278,"['MA_587533', 'MA_955080', 'MA_378843', 'MA_295041', 'MA_853601', 'MA_878249', 'MA_498860', 'MA_922082', 'MA_488308']"
INC_546582,Daño menor,2024-07-15,Cerrada,JG_848975,U10249,
INC_949604,Fallo técnico,2024-09-13,En progreso,JG_347013,U10048,
INC_357951,Daño menor,2023-11-17,,60158,U10305,"['MA_890204', 'MA_682332', 'MA_807660', 'MA_772759', 'MA_964398', 'MA_776596']"
INC_73855,Daño mayor,2023-05-07,Cerrada,JG_769040,U10357,
INC_919232,,,Abierta,7896551,U10455,"['MA_499811', 'MA_570310', 'MA_106141', 'MA_142882']"
INC_235222,Daño mayor,2023-06-21,Abierta,7247998,U10243,"['MA_650076', 'MA_523340', 'MA_167464', 'MA_703063', 'MA_888322', 'MA_950857', 'MA_258076', 'MA_704951', 'MA_326804', 'MA_796285', 'MA_238687', 'MA_836810', 'MA_711754', 'MA_490776', 'MA_461656', 'MA_902510', 'MA_863944', 'MA_137857']"
INC_583474,Daño menor,2023-05-18,Abierta,JG_67088,U10352,
INC_392113,Limpieza requerida,2024-06-25,Cerrada,JG_94407,U10407,
INC_608624,Dañoo menor,2023-03-25,,JG_399954,U10329,
INC_105679,Limpieza requerida,2024-03-19,Abierta,JG_688435,U10001,
INC_878016,Dañoo mayor,06-02-2024,En progreso,JG_310650,U10000,
INC_730796,Daño menor,2023-12-07,Abierta,9176454,U10231,['MA_329615']
INC_487167,Fallo técnico,2024-01-21,Abierta,JG_785205,U10428,
INC_609527,,2024-09-04,En progreso,JG_984038,U10197,
INC_52564,Daño mayor,2023-10-22,En progreso,JG_681026,U10040,
INC_749276,Daño mayor,2024-07-21,Abierta,4741984,U10336,"['MA_116942', 'MA_681553', 'MA_654060', 'MA_753365', 'MA_152138', 'MA_958947', 'MA_245397', 'MA_709399']"
INC_802079,Limpieza requerida,2023-01-01,Cerrada,JG_63362,U10229,
INC_296845,Fallo técnico,2023-04-27,En progreso,5492551,U10111,"['MA_215481', 'MA_916952', 'MA_905299', 'MA_472710', 'MA_442654', 'MA_283964', 'MA_869950', 'MA_701070', 'MA_519294', 'MA_680018', 'MA_27893', 'MA_421733', 'MA_66478', 'MA_194654']"
INC_490783,Fallo técnico,2024-03-08,,JG_997090,U10225,
INC_987946,Limpieza requerida,,En progreso,JG_546549,U10330,
INC_335230,Fallo técnico,2023-10-29,En progreso,8800712,U10095,"['MA_24909', 'MA_93001', 'MA_834078', 'MA_867345', 'MA_632451', 'MA_431543', 'MA_980573', 'MA_958101', 'MA_889748', 'MA_870056', 'MA_815406', 'MA_966287', 'MA_545367', 'MA_459017', 'MA_128981', 'MA_658492', 'MA_356688', 'MA_875875', 'MA_940118', 'MA_63838', 'MA_311398', 'MA_999739', 'MA_611314', 'MA_694577', 'MA_39100', 'MA_615507', 'MA_397168', 'MA_28946', 'MA_160525', 'MA_300385', 'MA_656571', 'MA_424391', 'MA_987166', 'MA_602764', 'MA_432306', 'MA_61941', 'MA_8546']"
INC_125657,Fallo técnico,02/10/2023,Abierta,JG_685092,U10430,
INC_623610,Daño menor,2023-06-23,Cerrada,JG_296788,U10087,
INC_678783,Daño mayor,2023-11-13,Abierta,JG_291991,U10117,
INC_214034,Fallo técnico,2023-05-26,,JG_527734,U10359,
INC_470517,Limpieza requerida,08-01-2023,Abierta,5658435,U10487,"['MA_798453', 'MA_714383', 'MA_573166', 'MA_685302', 'MA_593249', 'MA_834909', 'MA_793602', 'MA_606001', 'MA_325265', 'MA_233883', 'MA_849624']"
INC_634799,Dañoo mayor,2023-09-07,Cerrada,7602194,U10404,"['MA_95804', 'MA_926886', 'MA_543948', 'MA_36500', 'MA_464376', 'MA_403864', 'MA_934315', 'MA_87526', 'MA_542181', 'MA_924705', 'MA_540506']"
INC_37727,Daño mayor,2024-05-01,Cerrada,21777,U10408,"['MA_728915', 'MA_461602']"
INC_94656,Daño mayor,2022-12-12,Abierta,7074534,U10260,
INC_244292,Fallo tecncio,2024-07-29,Cerrada,JG_574395,U10352,
INC_371317,Limpieza requerida,2024-07-28,Cerrada,451322,U10499,"['MA_737924', 'MA_760380', 'MA_859935', 'MA_696040', 'MA_628921', 'MA_904268', 'MA_759399', 'MA_546693', 'MA_171433', 'MA_872288', 'MA_293387']"
INC_853435,Daño mayor,10/18/2022,Cerrada,JG_664558,U10027,
INC_213558,Daño menor,2024-05-22,Cerrada,JG_935190,U10135,
INC_853195,Limpieza requerida,2024-09-04,,JG_931654,U10232,
INC_669675,Fallo técnico,2024.06.10,Cerrada,59106,U10005,"['MA_799695', 'MA_979688', 'MA_684836', 'MA_681172', 'MA_542304', 'MA_172741', 'MA_713673', 'MA_56941', 'MA_362765', 'MA_435402', 'MA_716175', 'MA_845397', 'MA_508818']"
INC_105688,Limpieza requerida,2023-09-22,En progreso,JG_937644,U10365,
INC_862748,Dañoo mayor,,,JG_676569,U10072,
INC_101641,Fallo técnico,01/18/2023,Abierta,JG_18620,U10094,
INC_172583,Fallo técnico,2023-02-10,En progreso,JG_374306,U10322,
INC_505930,Fallo técnico,2023-08-16,Abierta,JG_572029,U10123,
INC_333633,Daño mayor,2022-11-01,Cerrada,JG_401921,U10210,
INC_488642,Fallo técnico,2023-11-13,Abierta,JG_121036,U10459,
INC_552849,,2024-05-08,,60080,U10431,"['MA_874137', 'MA_838399', 'MA_598432', 'MA_893564', 'MA_446029', 'MA_549607', 'MA_729390', 'MA_207585', 'MA_16760', 'MA_61055', 'MA_495627']"
INC_946820,Dañoo mayor,19-05-2024,,JG_432471,U10345,
INC_633870,Daño mayor,04/18/2023,Abierta,JG_264823,U10484,
INC_766105,Daño mayor,2024-03-22,En progreso,5195389,U10019,"['MA_330521', 'MA_353831', 'MA_646798', 'MA_754887', 'MA_2123', 'MA_717327', 'MA_255882', 'MA_111722']"
INC_139663,Daño mayor,2023-01-13,Cerrada,JG_478433,U10228,
INC_823586,Daño menor,2023.11.24,Abierta,JG_853594,U10312,
INC_330069,Fallo técnico,05/22/2023,En progreso,JG_148926,U10434,
INC_67791,Daño mayor,2023-09-17,En progreso,JG_7338,U10014,
INC_915343,Daño mayor,11/08/2023,,JG_750680,U10368,
INC_399583,Daño menor,03-02-2024,Abierta,7840407,U10278,"['MA_959996', 'MA_695939', 'MA_274406', 'MA_23864', 'MA_515176', 'MA_297745', 'MA_597009', 'MA_102458']"
INC_790177,Daño mayor,2023-02-07,En progreso,33203,U10060,"['MA_828237', 'MA_187358', 'MA_545157', 'MA_990616', 'MA_991782']"
INC_555559,Fallo técnico,2022-12-16,En progreso,5658197,U10465,"['MA_784287', 'MA_696213', 'MA_124137', 'MA_288120', 'MA_42771', 'MA_739009', 'MA_606494', 'MA_702730', 'MA_660178', 'MA_354076', 'MA_123314', 'MA_314700', 'MA_116442']"
INC_718875,,2023-04-05,Abierta,22307,U10329,"['MA_931596', 'MA_880833', 'MA_256841', 'MA_422211', 'MA_595871', 'MA_980615']"
INC_184285,Daño mayor,10/07/2024,Cerrada,JG_452414,U10498,
INC_798772,Limpieza requerida,2024-02-12,Abierta,JG_46330,U10072,
INC_830193,Daño menor,2023-01-24,Cerrada,JG_846847,U10328,
INC_792951,Fallo técnico,2024-07-19,Cerrada,5174614,U10060,"['MA_770862', 'MA_655287', 'MA_300143', 'MA_210438', 'MA_428284', 'MA_3199', 'MA_515892', 'MA_992341', 'MA_878911', 'MA_540427', 'MA_229097', 'MA_116715', 'MA_261127', 'MA_273201', 'MA_900966']"
INC_600113,Daño menor,2023-12-23,En progreso,9294164,U10068,"['MA_207984', 'MA_711487']"
INC_62089,Limpieza requerida,2022-10-12,,JG_506904,U10210,
INC_964009,Daño menor,2024-06-28,En progreso,JG_402368,U10461,
INC_350805,Fallo técnico,2023-12-07,En progreso,32512,U10199,
INC_291880,Limpieza requerida,2024-08-26,En progreso,JG_767145,U10180,
INC_313365,Fallo técnico,01/20/2024,En progreso,JG_895066,U10450,
INC_469082,Limpieza requerida,2024-08-31,En progreso,JG_483240,U10115,
INC_176004,Fallo técnico,2022-11-04,Cerrada,53189,U10208,"['MA_255292', 'MA_546211', 'MA_949850', 'MA_653143', 'MA_580993', 'MA_371803', 'MA_466150', 'MA_841276', 'MA_957675', 'MA_839175', 'MA_114898', 'MA_251327', 'MA_886437']"
INC_829069,Daño mayor,2024-04-21,Abierta,JG_790836,U10024,
INC_253088,Daño menor,2024-02-17,,25639,U10199,['MA_113702']
INC_355636,Daño menor,2023-10-21,En progreso,JG_190106,U10481,
INC_704568,,2023-08-07,En progreso,JG_499962,U10127,
INC_906373,Daño mayor,2023-07-30,Cerrada,JG_111492,U10073,
INC_999999,,2023-07-16,,JG_890340,U10101,
INC_450630,Limpieza requerida,2023-07-15,Abierta,JG_595564,U10222,
INC_498620,Daño menor,2024-06-04,En progreso,JG_329605,U10106,
INC_263576,Daño mayor,09/22/2023,En progreso,JG_675422,U10457,
INC_195116,Daño mayor,2022-10-17,Abierta,JG_903365,U10325,
INC_799405,Daño menor,2024-09-12,En progreso,JG_898710,U10461,
INC_220072,Limpieza requerida,2023.05.07,Cerrada,JG_503959,U10022,
INC_241627,Limpieza requerida,2024-06-16,Cerrada,JG_719439,U10198,
INC_481316,Daño menor,2023-08-19,Cerrada,JG_22654,U10020,
INC_92587,Daño menor,2024-01-21,,JG_195862,U10054,
INC_346073,Daño menor,23-01-2023,Cerrada,35132,U10138,"['MA_271184', 'MA_345243', 'MA_224419', 'MA_460613', 'MA_796391', 'MA_679443', 'MA_653022', 'MA_555733', 'MA_682330', 'MA_233395', 'MA_937765', 'MA_532084']"
INC_491541,Fallo técnico,2023-10-22,Abierta,59556,U10421,"['MA_106861', 'MA_257489', 'MA_181056', 'MA_15247', 'MA_797369', 'MA_896813', 'MA_658488', 'MA_625093', 'MA_366894', 'MA_221917', 'MA_917114', 'MA_875010', 'MA_215724', 'MA_52573', 'MA_253405', 'MA_744677', 'MA_747952', 'MA_397851', 'MA_710436']"
INC_858304,Limpieza requerida,2023-07-01,Cerrada,JG_953052,U10494,
INC_624146,,2024-03-28,Cerrada,JG_665731,U10289,
INC_712208,Limpieza requerida,2024-04-23,Cerrada,JG_655799,U10144,
INC_719332,,,Cerrada,9497238,U10293,"['MA_194993', 'MA_65998', 'MA_660023', 'MA_545171', 'MA_937441', 'MA_838887', 'MA_584115', 'MA_101436', 'MA_71547', 'MA_781423', 'MA_343516', 'MA_48412']"
INC_633735,Daño mayor,2024-05-30,Cerrada,JG_864862,U10360,
INC_32952,Daño mayor,,Abierta,JG_784165,U10391,
INC_84255,Fallo técnico,,Cerrada,22387,U10118,"['MA_933041', 'MA_590498']"
INC_315706,Limpieza requerida,2022-11-25,Cerrada,JG_303653,U10168,
INC_357786,Daño mayor,2023-05-10,Cerrada,21807,U10131,"['MA_910530', 'MA_260621', 'MA_312764', 'MA_450693', 'MA_963404', 'MA_896358', 'MA_100872', 'MA_701027', 'MA_587749', 'MA_203848', 'MA_816282', 'MA_166408', 'MA_78127', 'MA_821189', 'MA_710859', 'MA_884606', 'MA_351778', 'MA_929194', 'MA_994558']"
INC_832304,Daño mayor,2024-04-19,Cerrada,21004,U10405,"['MA_896884', 'MA_971653', 'MA_410554', 'MA_4308', 'MA_117751', 'MA_61804']"
INC_628209,Fallo técnico,2023.05.10,Cerrada,JG_61129,U10245,
INC_712601,Daño menor,2022-12-30,Cerrada,JG_486171,U10305,
INC_483580,Limpieza requerida,2023-08-22,En progreso,JG_978935,U10421,
INC_320964,Daño mayor,2023-08-15,En progreso,JG_742677,U10437,
INC_607523,Daño menor,11/03/2022,Abierta,JG_703591,U10013,
INC_752159,Daño menor,2023-12-23,Abierta,JG_719216,U10222,
INC_293406,Fallo técnico,2024-04-17,En progreso,9284830,U10249,"['MA_415118', 'MA_255619', 'MA_579124', 'MA_955718', 'MA_739146']"
INC_858243,Fallo técnico,2024-06-15,,JG_730637,U10383,
INC_599945,Fallo técnico,2023-09-07,,JG_830893,U10167,
INC_967187,,2024-03-26,En progreso,JG_280976,U10428,
INC_678950,Limpieza requerida,2023-10-15,,59519,U10289,"['MA_365872', 'MA_257907', 'MA_595007', 'MA_112049', 'MA_837512', 'MA_778329', 'MA_847316', 'MA_402576', 'MA_449947', 'MA_508294', 'MA_334626', 'MA_804807', 'MA_346964', 'MA_62346', 'MA_729719', 'MA_659457', 'MA_246808', 'MA_149441', 'MA_794800', 'MA_987801', 'MA_476847']"
INC_370157,Fallo técnico,2023-02-12,Cerrada,JG_914428,U10124,
INC_305542,Daño menor,2024.02.20,Cerrada,JG_410701,U10408,
INC_367052,Limpieza requerida,2023-06-24,Cerrada,8803542,U10079,"['MA_332576', 'MA_649873', 'MA_976003', 'MA_659784', 'MA_735595', 'MA_988562', 'MA_605808', 'MA_70049', 'MA_593423', 'MA_951197', 'MA_639327', 'MA_521474', 'MA_736679', 'MA_108736', 'MA_245610', 'MA_25908']"
INC_52177,Daño mayor,2024-09-03,Cerrada,58672,U10182,"['MA_98102', 'MA_618254', 'MA_664194', 'MA_931897']"
INC_986140,Fallo técnico,2023-06-02,En progreso,22266,U10499,"['MA_867295', 'MA_693354', 'MA_835453']"
INC_197485,,,Cerrada,JG_748446,U10094,
INC_161388,Dañoo mayor,2023-11-30,En progreso,JG_513761,U10283,
INC_26342,,2023-01-22,En progreso,JG_665554,U10170,
INC_10914,Daño mayor,2024-08-13,En progreso,JG_577495,U10017,
INC_721508,Limpieza requerida,2023-09-16,En progreso,JG_10256,U10269,
INC_701932,Daño menor,2023.12.18,Cerrada,JG_383215,U10449,
INC_538177,Fallo técnico,,,JG_143703,U10127,
INC_817946,Fallo técnico,,En progreso,22533,U10385,"['MA_471814', 'MA_540907', 'MA_980135', 'MA_149803', 'MA_908675', 'MA_56737', 'MA_765021', 'MA_272225', 'MA_283464', 'MA_4746']"
INC_232390,Daño mayor,2023-04-28,Cerrada,JG_51474,U10074,
INC_529663,Daño mayor,2023-03-27,Abierta,20033,U10217,"['MA_607357', 'MA_958765', 'MA_305716', 'MA_687671', 'MA_490457', 'MA_315322', 'MA_463040', 'MA_289895', 'MA_813308', 'MA_271485', 'MA_822617', 'MA_977840', 'MA_652713', 'MA_654457', 'MA_195816', 'MA_799075', 'MA_739340', 'MA_186699', 'MA_184224', 'MA_903783', 'MA_962430', 'MA_466447', 'MA_242883', 'MA_172280', 'MA_848581', 'MA_869924', 'MA_193049', 'MA_924897', 'MA_193301', 'MA_922995', 'MA_488662', 'MA_954903']"
INC_428068,Limpieza requerida,2023-09-16,Abierta,JG_779264,U10138,
INC_660448,Limpieza requerida,2022-11-03,Cerrada,JG_591493,U10138,
INC_850517,Fallo técnico,,Cerrada,20149,U10084,"['MA_924181', 'MA_420286', 'MA_319956', 'MA_28241', 'MA_398578', 'MA_396499', 'MA_424753', 'MA_480762', 'MA_453684']"
INC_98958,Limpieza requerida,2023-04-08,Abierta,19991,U10484,"['MA_845466', 'MA_247984', 'MA_809067', 'MA_820682', 'MA_219813']"
INC_304485,Limpieza requerida,2023-08-04,Cerrada,19066,U10326,"['MA_623211', 'MA_580830', 'MA_307425', 'MA_752926', 'MA_538062', 'MA_891004', 'MA_231922', 'MA_963663', 'MA_898321', 'MA_490168', 'MA_575886', 'MA_983666', 'MA_442096', 'MA_593974', 'MA_812974', 'MA_527045', 'MA_507595', 'MA_724095', 'MA_825854']"
INC_635396,Fallo técnico,2024-03-31,En progreso,JG_341485,U10066,
INC_644884,Limpieza requerida,2023-08-13,Cerrada,58058,U10196,"['MA_282194', 'MA_901729', 'MA_864788', 'MA_878955', 'MA_867286']"
INC_140040,Fallo tecncio,2023-04-20,Cerrada,JG_844638,U10024,
INC_331134,Daño menor,2023-07-27,En progreso,33461,U10107,"['MA_110407', 'MA_744209', 'MA_93020', 'MA_51369', 'MA_424275', 'MA_473362', 'MA_836889', 'MA_770556', 'MA_449756', 'MA_774985', 'MA_50176', 'MA_339373', 'MA_978772']"
INC_504126,Limpieza requerida,2024-06-26,Cerrada,JG_453947,U10230,
INC_369454,Limpieza requerida,2024.10.08,,JG_276292,U10225,
INC_519780,,03-12-2022,En progreso,JG_330137,U10287,
INC_907053,Limpieza requerida,2024-09-25,Abierta,JG_46424,U10073,
INC_462376,Daño mayor,2023-11-14,Cerrada,JG_959218,U10174,
INC_31883,Fallo técnico,2023.05.14,En progreso,9187149,U10002,"['MA_70443', 'MA_426984', 'MA_398973', 'MA_202822', 'MA_900689', 'MA_186697', 'MA_380044', 'MA_729137', 'MA_477067', 'MA_287439', 'MA_193994', 'MA_41344']"
INC_43162,Limpieza requerida,2023-10-30,Cerrada,7126509,U10344,"['MA_119112', 'MA_216913', 'MA_40390', 'MA_346204']"
INC_45684,Fallo técnico,2022-11-26,En progreso,9131262,U10046,"['MA_781091', 'MA_194145', 'MA_307879', 'MA_816560', 'MA_918164', 'MA_964459', 'MA_996877', 'MA_544325', 'MA_379484', 'MA_470529', 'MA_815324', 'MA_867788', 'MA_118155', 'MA_81830', 'MA_372758', 'MA_124893', 'MA_168596', 'MA_553430', 'MA_871098']"
INC_175287,Fallo técnico,05-03-2024,En progreso,4987861,U10210,['MA_318916']
INC_480138,Daño mayor,2024-06-18,Abierta,9494155,U10066,"['MA_5371', 'MA_453697', 'MA_562227', 'MA_459092', 'MA_212248', 'MA_815492', 'MA_708071']"
INC_468604,Daño menor,,Abierta,34113,U10338,"['MA_508487', 'MA_222739', 'MA_984096', 'MA_743229', 'MA_146775', 'MA_584012', 'MA_821380', 'MA_513729', 'MA_531406', 'MA_958571']"
INC_898980,Fallo técnico,2024-08-24,Cerrada,JG_25057,U10125,
INC_960873,Daño mayor,,Cerrada,JG_832737,U10179,
INC_94367,Dañoo menor,2023-09-08,Abierta,JG_497716,U10209,
INC_456964,Fallo técnico,2024-01-17,En progreso,9297431,U10128,"['MA_24737', 'MA_351346', 'MA_576124', 'MA_145821', 'MA_300960', 'MA_278611', 'MA_872618', 'MA_323449', 'MA_493025', 'MA_50703', 'MA_870544', 'MA_732154', 'MA_949021', 'MA_360896', 'MA_209688']"
INC_689741,Limpieza requerida,2024-06-17,Abierta,9131264,U10050,"['MA_182312', 'MA_678668', 'MA_431414', 'MA_781492', 'MA_523161', 'MA_166346', 'MA_848900', 'MA_806457', 'MA_999165', 'MA_969279', 'MA_226733', 'MA_666294', 'MA_72164', 'MA_880716', 'MA_620526', 'MA_395649', 'MA_149286']"
INC_965394,Limpieza requerida,2022-10-21,Cerrada,JG_281910,U10209,
INC_945059,Daño menor,2023-05-02,En progreso,JG_329862,U10441,
INC_993292,Fallo técnico,2024-07-07,Abierta,33872,U10037,"['MA_554110', 'MA_905234', 'MA_999807', 'MA_342147', 'MA_6337', 'MA_38881']"
